SAISON,COMMUNE,NOM_DU_TIERS,NOM_EMS,MT_TARIF_ANNUEL,NB_SEMAINES_FONCTIONNEMENT_ANNUEL,NB_JEUNE_INSCRIT,NB_FILLES_INSCRITES,NB_PLAQUETTE_CG33,NB_JEUNES_6_7_ans,NB_JEUNES_8_9_ans,NB_JEUNES_10_11_ans
2010/2011,MERIGNAC,SPORT ATHLETIQUE MERIGNACAIS,SAM MERIGNAC HANDI,0,0,0,0,0,0,0,0
2010/2011,MERIGNAC,SPORT ATHLETIQUE MERIGNACAIS,SAM Handiscole,90,33,6,3,0,0,0,6
2010/2011,MOMBRIER,SIRP MOMBRIER ST TROJAN SAMONAC ,SIRP St Trojan,0,31,12,4,50,0,8,4
2010/2011,MOMBRIER,SIRP MOMBRIER ST TROJAN SAMONAC ,SIRP Mombrier St Trojan,0,0,0,0,0,0,0,0
2010/2011,MONGAUZY,COMMUNE DE MONGAUZY,MONGAUZY,0,30,24,11,0,7,12,5
2010/2011,MONGAUZY,COMMUNE DE MONGAUZY,Mongauzy,0,0,0,0,0,0,0,0
2010/2011,MONTUSSAN,COMMUNE DE MONTUSSAN,Montussan,55,35,81,42,300,21,23,37
2010/2011,MOULIS-EN-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,FRANCAS Moulis,0,29,28,10,0,8,12,8
2010/2011,MOULIS-EN-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Francas Moulis,0,0,0,0,0,0,0,0
2010/2011,MOURENS,SIRP DU HAUT BENAUGE ,SIRP Haut Benauge,0,30,14,8,0,7,4,3
2010/2011,MOURENS,SIRP DU HAUT BENAUGE ,SIRP Ht Benauge Mombrier,0,0,0,0,0,0,0,0
2010/2011,PAILLET,CDC DU VALLON D ARTOLIE,CDC Artolie ALSH Le Tourne,0,35,30,9,0,0,17,13
2010/2011,PAILLET,CDC DU VALLON D ARTOLIE,CDC Vallon Artolie Langoiran,0,0,0,0,0,0,0,0
2010/2011,PAILLET,CDC DU VALLON D ARTOLIE,CDC Artolie Rions,51,29,21,5,0,3,12,6
2010/2011,PAILLET,CDC DU VALLON D ARTOLIE,CDC Artolie Capian,51,28,14,10,0,2,7,5
2010/2011,PAILLET,CDC DU VALLON D ARTOLIE,CDC Vallon Artolie Rions Paillet,0,0,0,0,0,0,0,0
2010/2011,PAILLET,CDC DU VALLON D ARTOLIE,CDC Artolie Langoiran,51,31,20,6,0,4,7,9
2010/2011,PAILLET,CDC DU VALLON D ARTOLIE,CDC Vallon Artolie Le Tourne Mercredi,0,0,0,0,0,0,0,0
2010/2011,PAILLET,CDC DU VALLON D ARTOLIE,CDC Vallon Artolie Capian,0,0,0,0,0,0,0,0
2010/2011,PAREMPUYRE,COMMUNE DE PAREMPUYRE,Praempuyre,0,30,60,18,0,22,22,16
2010/2011,PAREMPUYRE,COMMUNE DE PAREMPUYRE,Parempuyre,0,0,0,0,0,0,0,0
2010/2011,PAUILLAC,STADE PAUILLACAIS INDEPENDANT CLUB,SPIC Omnisports,110,32,12,6,0,4,5,3
2010/2011,PAUILLAC,CDC DU CENTRE MEDOC,CDC Centre Médoc Mousset,0,32,39,14,0,12,15,12
2010/2011,PAUILLAC,CDC DU CENTRE MEDOC,CDC Centre Médoc St Lambert,0,31,14,4,0,5,6,3
2010/2011,PAUILLAC,CDC DU CENTRE MEDOC,CDC Centre Médoc Hauteville,0,32,23,6,0,5,11,7
2010/2011,PELLEGRUE,CDC DU PAYS DE PELLEGRUE,CDC Pellegrue,0,0,0,0,0,0,0,0
2010/2011,PELLEGRUE,CDC DU PAYS DE PELLEGRUE,CDC PELLEGRUE,45,34,8,1,0,3,5,0
2010/2011,PESSAC,OFFICE MUNICIPAL DU SPORT PESSAC,OMS Pessac,125,32,23,6,0,23,0,0
2010/2011,PESSAC,ASS SPORTIVE CULTURELLE PESSAC ALOUETTE,ASCPA,0,0,0,0,0,0,0,0
2010/2011,PESSAC,OFFICE MUNICIPAL DU SPORT PESSAC,EMS OMS PESSAC,0,32,23,5,0,20,3,0
2010/2011,PESSAC,GUYENNE HANDISCOLE SPORT,Guyenne Handiscole' Sport BEC,0,0,0,0,0,0,0,0
2010/2011,PESSAC,STADE PESSACAIS UNION CLUB,SPUC,101,33,24,8,0,10,10,4
2010/2011,PESSAC,ASS SPORTIVE CULTURELLE PESSAC ALOUETTE,ASCPA Omnisports,100,35,32,11,0,20,8,4
2010/2011,PESSAC,GUYENNE HANDISCOLE SPORT,Guyenne Handiscole' sport BEC,0,0,0,0,0,0,0,0
2010/2011,PINEUILH,CDC DU PAYS FOYEN,CDC Foyen Pineuilh,0,30,16,7,0,4,10,2
2010/2011,PINEUILH,CDC DU PAYS FOYEN,CDC Pays Foyen Pineuilh,0,0,0,0,0,0,0,0
2010/2011,PINEUILH,CDC DU PAYS FOYEN,CDC Pays Foyen Port Ste Foy,0,0,0,0,0,0,0,0
2010/2011,PINEUILH,CDC DU PAYS FOYEN,CDC Foyen Port Ste Foy,0,30,10,2,0,5,2,3
2010/2011,PLASSAC,COMMUNE DE PLASSAC,Plassac,0,27,14,8,30,0,0,14
2010/2011,PONDAURAT,SOLID'AVENIR,EMS SOLID AVENIR,0,7,12,6,0,3,9,0
2010/2011,PRIGNAC-ET-MARCAMPS,COMMUNE DE PRIGNAC ET MARCAMPS,Prignac,5,28,22,10,40,0,14,8
2010/2011,PRIGNAC-ET-MARCAMPS,COMMUNE DE PRIGNAC ET MARCAMPS,Prignac et Marcamps,0,0,0,0,0,0,0,0
2010/2011,PUGNAC,COMMUNE DE PUGNAC,Pugnac,0,0,0,0,0,0,0,0
2010/2011,PUGNAC,COMMUNE DE PUGNAC,PUGNAC,0,32,32,0,60,10,13,9
2010/2011,PUISSEGUIN-MONBADON,COMMUNE DE PUISSEGUIN,Puisseguin,0,27,18,8,0,6,6,6
2010/2011,QUEYRAC,TENNIS CLUB DE QUEYRAC,T.C Queyrac,12,33,39,18,120,9,15,15
2010/2011,QUINSAC,CDC PORTES ENTRE DEUX MERS,CDC ENTRE 2 MERS Quinsac,40,31,28,8,0,8,13,7
2010/2011,QUINSAC,CDC PORTES ENTRE DEUX MERS,CDC Porte entre 2 Mers Quinsac,0,0,0,0,0,0,0,0
2010/2011,ROMAGNE,COMMUNE DE ROMAGNE,Romagne Elémentaire,0,34,44,23,0,22,8,14
2010/2011,ROMAGNE,COMMUNE DE ROMAGNE,Romagne Mercredi,0,34,42,15,0,14,15,13
2010/2011,SADIRAC,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,L.J.C Sadirac,90,28,14,9,0,2,8,4
2010/2011,SAILLANS,CDC DU FRONSADAIS,CDC Fronsac Saillans,18,29,14,9,0,2,6,6
2010/2011,SAINT-ANDRE-DE-CUBZAC,COMMUNE DE SAINT ANDRE DE CUBZAC,St André de Cubzac,40,30,48,22,100,23,17,8
2010/2011,SAINT-ANDRE-ET-APPELLES,CDC DU PAYS FOYEN,CDC Foyen St André et Appelles,40,30,11,3,0,3,4,4
2010/2011,SAINT-ANDRE-ET-APPELLES,CDC DU PAYS FOYEN,CDC Pays Foyen St André les Appelles,0,0,0,0,0,0,0,0
2010/2011,SAINT-ANTOINE-SUR-L'ISLE,COMMUNE DE SAINT ANTOINE SUR L'ISLE,RPI St Antoine sur l'Isle Porchères,0,0,0,0,0,0,0,0
2010/2011,SAINT-ANTOINE-SUR-L'ISLE,COMMUNE DE SAINT ANTOINE SUR L'ISLE,St Antoine sur l'Isle,0,33,22,12,0,0,15,7
2010/2011,SAINT-AUBIN-DE-MEDOC,COMMUNE DE SAINT AUBIN DE MEDOC,St Aubin de Médoc,0,33,28,10,0,8,13,7
2010/2011,SAINT-AVIT-SAINT-NAZAIRE,CDC DU PAYS FOYEN,CDC Foyen St Avit St Nazaire,0,30,10,5,0,3,5,2
2010/2011,SAINT-AVIT-SAINT-NAZAIRE,CDC DU PAYS FOYEN,CDC Pays Foyen St Avit St Nazaire,0,0,0,0,0,0,0,0
2010/2011,SAINT-CAPRAIS-DE-BORDEAUX,CDC PORTES ENTRE DEUX MERS,CDC Entre 2 Mers St Caprais,0,0,0,0,0,0,0,0
2010/2011,SAINT-CAPRAIS-DE-BORDEAUX,CDC PORTES ENTRE DEUX MERS,CDC ENTRE 2 MERS St Caprais,40,31,11,0,0,2,5,4
2010/2011,SAINT-CHRISTOPHE-DE-DOUBLE,COMMUNE DE SAINT CHRISTOPHE DE DOUBLE,St Christophe de Double,0,35,14,7,20,0,9,5
2010/2011,SAINT-CIERS-DE-CANESSE,SIRP VILLENEUVE ST CIERS CANESSE,SIRP St Ciers de Canesse,15,28,26,16,50,7,13,6
2010/2011,SAINT-ESTEPHE,CDC DU CENTRE MEDOC,CDC Centre Médoc St estèphe,0,0,0,0,0,0,0,0
2010/2011,SAINT-ESTEPHE,CDC DU CENTRE MEDOC,CDC Centre Médoc Canteloup,0,32,16,4,0,4,6,6
2010/2011,SAINT-GENES-DE-FRONSAC,CDC DU FRONSADAIS,CDC Fronsac St Genes,18,29,12,6,0,0,3,9
2010/2011,SAINT-GERMAIN-D'ESTEUIL,CDC DU COEUR MEDOC,CDC Coeur Médoc St Germain Esteuil,0,0,0,0,0,0,0,0
2010/2011,SAINT-GERMAIN-D'ESTEUIL,CDC DU COEUR MEDOC,CDC Coeur Médoc St Germain d'Esteuil,20,28,14,6,0,0,5,9
2010/2011,SAINT-GERMAIN-DU-PUCH,COMMUNE DE SAINT GERMAIN DU PUCH,ST Germain du Puch,55,31,27,12,45,4,10,13
2010/2011,SAINT-GERVAIS,COMMUNE DE SAINT GERVAIS,St Gervais,15,34,40,13,60,23,10,7
2010/2011,SAINT-HILAIRE-DE-LA-NOAILLE,COMMUNE DE SAINT HILAIRE LA NOAILLE,St Hilaire de la Noaille,0,29,28,9,0,8,10,10
2010/2011,SAINT-JEAN-D'ILLAC,ASSOCIATION SPORTIVE ILLACAISE,A.S Illacaise,55,33,37,24,100,26,9,2
2010/2011,SAINT-JULIEN-BEYCHEVELLE,CDC DU CENTRE MEDOC,CDC Centre Médoc St Julien,0,31,17,8,0,6,7,4
2010/2011,SAINT-LAURENT-MEDOC,CDC DU CENTRE MEDOC,CDC Centre Médoc St Laurent,0,32,19,8,0,5,9,5
2010/2011,SAINT-LAURENT-MEDOC,ADAPEI IME DU MEDOC,APEI Médoc,0,35,10,3,0,0,3,7
2010/2011,SAINT-LAURENT-MEDOC,CDC DU CENTRE MEDOC,CDC Centre Médoc St laurent,0,0,0,0,0,0,0,0
2010/2011,SAINT-LOUBES,COMMUNE DE SAINT LOUBES,St Loubès,0,0,0,0,0,0,0,0
2010/2011,SAINT-LOUBES,COMMUNE DE SAINT LOUBES,Saint Loubes,58,30,138,81,0,71,46,21
2010/2011,SAINT-LOUIS-DE-MONTFERRAND,COMMUNE DE SAINT LOUIS MONTFERRAND,St Louis de Montferrand,48,33,37,17,300,14,23,0
2010/2011,SAINT-MACAIRE,CENTRE DE VACANCES ET DE LOISIRS VERDELAISIEN,CVLV St Macaire,0,31,68,28,0,16,39,13
2010/2011,SAINT-MACAIRE,CENTRE DE VACANCES ET DE LOISIRS VERDELAISIEN,C.V.L.V St Macaire,0,0,0,0,0,0,0,0
2010/2011,SAINT-MAIXANT,CENTRE DE VACANCES ET DE LOISIRS VERDELAISIEN,CVLV Verdelais St Maixant,0,31,47,20,0,9,32,6
2010/2011,SAINT-MAIXANT,CENTRE DE VACANCES ET DE LOISIRS VERDELAISIEN,C.V.L.V St Maixant,0,0,0,0,0,0,0,0
2010/2011,SAINT-MEDARD-DE-GUIZIERES,COMMUNE DE SAINT MEDARD GUIZIERES,St Médard de Guizières,0,33,29,10,100,10,6,13
2010/2011,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard en Jalles Gajac,0,31,25,5,0,9,13,3
2010/2011,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard en Jalles Corbiac,0,31,79,34,0,35,31,13
2010/2011,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard en Jalles Hastignan,0,31,92,19,0,46,34,12
2010/2011,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard en Jalles Magudas,0,31,89,35,0,49,34,6
2010/2011,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard en Jalles Cérillan,0,31,86,19,0,34,42,10
2010/2011,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard en Jalles Montaigne,0,31,78,29,0,42,22,14
2010/2011,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Médard en Jalles La Garenne,0,31,89,41,0,45,33,11
2010/2011,SAINT-MEDARD-EN-JALLES,COMMUNE DE SAINT MEDARD EN JALLES,St Medard en Jalles Montaigne,0,0,0,0,0,0,0,0
2010/2011,SAINT-PEY-DE-CASTETS,SIRP DE SAINT PEY DE CASTET CIVRAC SUR DORDOGNE STE FLORENCE,SIRP St Pey de Castets,80,32,18,8,100,6,3,9
2010/2011,SAINT-PIERRE-D'AURILLAC,VACANCES LOISIRS DE ST PIERRE D AURILLAC,A.V.L St Pierre d'Aurillac,0,0,0,0,0,0,0,0
2010/2011,SAINT-PIERRE-D'AURILLAC,VACANCES LOISIRS DE ST PIERRE D AURILLAC,AVL St Pierre d' Aurillac,25,35,20,6,0,11,6,3
2010/2011,SAINT-PIERRE-DE-MONS,ASS COMMUNALE DES PARENTS ELEVES,ACPE St PIerre de Mons,0,0,0,0,0,0,0,0
2010/2011,SAINT-PIERRE-DE-MONS,ASS COMMUNALE DES PARENTS ELEVES,ACPE St Pierre de Mons,0,28,24,9,0,8,11,5
2010/2011,SAINT-QUENTIN-DE-BARON,COMMUNE DE SAINT QUENTIN DE BARON,St Quentin de Baron,0,26,49,19,0,10,18,21
2010/2011,SAINT-ROMAIN-LA-VIRVEE,CDC DU FRONSADAIS,CDC Fronsac Asques St Romain,18,29,20,13,0,0,5,15
2010/2011,SAINT-ROMAIN-LA-VIRVEE,CDC DU FRONSADAIS,CDC Fronsac St Romain La Virvée,0,0,0,0,0,0,0,0
2010/2011,SAINT-SAUVEUR,CDC DU CENTRE MEDOC,CDC Centre Médoc St Sauveur,0,32,21,9,0,4,6,11
2010/2011,SAINT-SAUVEUR,CDC DU CENTRE MEDOC,CDC CEentre Médoc St Sauveur,0,0,0,0,0,0,0,0
2010/2011,SAINT-SELVE,COMMUNE DE SAINT SELVE,St Selve CCEJ,0,0,0,0,0,0,0,0
2010/2011,SAINT-SELVE,COMMUNE DE SAINT SELVE,CCEJ St Selve,0,30,30,7,0,10,12,8
2010/2011,SAINT-SEURIN-DE-CADOURNE,CDC DU CENTRE MEDOC,CDC Centre Médoc St Seurin,0,31,19,6,0,5,6,8
2010/2011,SAINT-SULPICE-ET-CAMEYRAC,COMMUNE DE SAINT SULPICE CAMEYRAC,St Sulpice et Cameyrac,50,30,48,22,400,24,18,6
2010/2011,SAINT-VINCENT-DE-PAUL,COMMUNE DE SAINT VINCENT DE PAUL,St Vincent de Paul,42,34,24,13,150,8,8,8
2010/2011,SAINT-VIVIEN-DE-MEDOC,ASSOCIATION LES PTITS POTES,Asso Les Ptits potes St Vivien,40,35,20,9,100,7,9,4
2010/2011,SAINT-VIVIEN-DE-MEDOC,ASS SPORT ET LOISIRS DE ST VIVIEN,Les P'tits potes St Vivien Médoc,0,35,0,0,0,0,0,0
2010/2011,SAINT-YZAN-DE-SOUDIAC,COMMUNE DE SAINT YZAN DE SOUDIAC,St Yzan Soudiac,0,0,0,0,0,0,0,0
2010/2011,SAINT-YZAN-DE-SOUDIAC,COMMUNE DE SAINT YZAN DE SOUDIAC,St Yzan de Soudiac,24,29,44,17,100,22,16,6
2010/2011,SAINTE-EULALIE,COMMUNE DE SAINTE EULALIE,Ste Eulalie,51,33,14,4,1000,6,8,0
2010/2011,SAINTE-FOY-LA-GRANDE,CDC DU PAYS FOYEN,CDC Pays Foyen Paul Bert,0,30,10,5,0,3,5,2
2010/2011,SALAUNES,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Francas Salaunes,0,0,0,0,0,0,0,0
2010/2011,SALAUNES,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,FRANCAS Salaunes,30,33,22,6,0,10,8,4
2010/2011,SALIGNAC,COMMUNE DE SALIGNAC,Salignac,0,31,61,26,100,21,24,16
2010/2011,SALLEBOEUF,ASSOCIATION TAM TAM,TAM TAM,120,33,68,28,0,32,20,16
2010/2011,SALLEBOEUF,ASSOCIATION TAM TAM,Tam Tam Salleboeuf,0,0,0,0,0,0,0,0
2010/2011,SALLES,COMMUNE DE SALLES,SALLES Caisse des écoles,48,31,51,14,500,12,20,19
2010/2011,SALLES,COMMUNE DE SALLES,Salles,0,0,0,0,0,0,0,0
2010/2011,SAUCATS,COMMUNE DE SAUCATS,SAUCATS,0,32,20,8,0,5,12,3
2010/2011,SAUVETERRE-DE-GUYENNE,CDC DU PAYS SAUVETERROIS,CDC Du Sauveterrois,0,0,0,0,0,0,0,0
2010/2011,SAUVETERRE-DE-GUYENNE,COMMUNE DE SAUVETERRE DE GUYENNE,Sauveterre de Guyenne,27,34,18,6,0,6,10,2
2010/2011,SAUVETERRE-DE-GUYENNE,CDC DU PAYS SAUVETERROIS,CDC Sauveterrois alsh,0,35,24,14,0,8,10,6
2010/2011,SAUVETERRE-DE-GUYENNE,COMMUNE DE SAUVETERRE DE GUYENNE,SAUVETERRE DE GUYENNE,0,0,0,0,0,0,0,0
2010/2011,SOULAC-SUR-MER,COMMUNE DE SOULAC SUR MER,Soulac sur Mer,17,30,16,5,250,4,8,4
2010/2011,TABANAC,CDC DU VALLON D ARTOLIE,CDC Vallon Artolie Tabanc Le Tourne,0,0,0,0,0,0,0,0
2010/2011,TABANAC,CDC DU VALLON D ARTOLIE,CDC Artolie Tabanac,51,29,29,10,0,4,16,9
2010/2011,TARGON,COMMUNE DE TARGON,Targon,54,35,29,17,100,10,10,9
2010/2011,TEUILLAC,COMMUNE DE TEUILLAC,Teuillac,10,26,16,7,50,6,10,0
2010/2011,TOULENNE,COMMUNE DE TOULENNE,Toulenne,30,32,50,17,0,15,17,18
2010/2011,VERAC,CDC DU FRONSADAIS,CDC Fronsac Vérac,18,29,18,5,0,1,13,4
2010/2011,VERTHEUIL,CDC DU CENTRE MEDOC,CDC Centre Médoc Vertheuil,0,32,16,4,0,5,7,4
2010/2011,VILLANDRAUT,CDC DE VILLANDRAUT,CDC Villandraut,0,31,35,7,0,5,10,20
2010/2011,VILLENAVE-D'ORNON,COMMUNE DE VILLENAVE D'ORNON,Villenave d'Ornon,0,35,100,31,0,45,40,15
2011/2012,ABZAC,COMMUNE D'ABZAC,EMS ABZAC,0,30,60,21,0,19,26,15
2011/2012,ABZAC,COMMUNE D'ABZAC,Abzac,0,0,0,0,0,0,0,0
2011/2012,AMBARES-ET-LAGRAVE,ASSOCIATION SPORTIVE AMBARESIENNE,AS Ambares,0,0,0,0,0,0,0,0
2011/2012,AMBARES-ET-LAGRAVE,ASSOCIATION SPORTIVE AMBARESIENNE,EMS ASA Handiscole'sports,0,34,5,0,0,0,0,5
2011/2012,AMBARES-ET-LAGRAVE,ASSOCIATION SPORTIVE AMBARESIENNE,AS Ambares Handiscole sports,0,0,0,0,0,0,0,0
2011/2012,ARES,COMMUNE D'ARES,EMS ARES,0,29,98,49,0,42,28,28
2011/2012,ARES,COMMUNE D'ARES,Ares,0,0,0,0,0,0,0,0
2011/2012,ARTIGUES-PRES-BORDEAUX,COMMUNE D'ARTIGUES PRES BORDEAUX,Artigues,0,0,0,0,0,0,0,0
2011/2012,ARTIGUES-PRES-BORDEAUX,COMMUNE D'ARTIGUES PRES BORDEAUX,EMS ARTIGUES,0,30,24,9,0,8,8,8
2011/2012,ASQUES,CDC DU FRONSADAIS,EMS CDC FRONSAC Asques,0,31,13,11,0,0,3,10
2011/2012,ASQUES,CDC DU FRONSADAIS,CDC Fronsac Asques,0,0,0,0,0,0,0,0
2011/2012,AUBIE-ET-ESPESSAS,COMMUNE D'AUBIE ET ESPESSAS,EMS AUBIE ESPESSAS,0,27,28,10,0,9,9,10
2011/2012,AUDENGE,COMMUNE D'AUDENGE,Audenge,0,0,0,0,0,0,0,0
2011/2012,AUDENGE,COMMUNE D'AUDENGE,EMS AUDENGE,0,23,54,23,0,18,21,15
2011/2012,AVENSAN,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Avensan,0,30,43,15,0,17,13,13
2011/2012,AVENSAN,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Francas Avensan,0,0,0,0,0,0,0,0
2011/2012,BARON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,LJC Baron,0,0,0,0,0,0,0,0
2011/2012,BARON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC BARON,0,28,10,2,0,2,8,0
2011/2012,BASSENS,COMMUNE DE BASSENS,EMS BASSENS,0,33,59,24,0,31,18,10
2011/2012,BASSENS,COMMUNE DE BASSENS,Bassens,0,0,0,0,0,0,0,0
2011/2012,BAZAS,COMMUNE DE BAZAS,Bazas,0,0,0,0,0,0,0,0
2011/2012,BAZAS,COMMUNE DE BAZAS,EMS BAZAS,0,30,72,31,0,26,20,20
2011/2012,BEAUTIRAN,SI DES CENTRES D'ACCUEIL ET DE LOISIRS,EMS SICAL BEAUTIRAN,0,30,42,12,0,24,13,5
2011/2012,BEAUTIRAN,SI DES CENTRES D'ACCUEIL ET DE LOISIRS,SICAL Beautiran,0,0,0,0,0,0,0,0
2011/2012,BEGADAN,CDC DU COEUR MEDOC,CDC Coeur Médoc Bégadan,0,0,0,0,0,0,0,0
2011/2012,BEGADAN,CDC DU COEUR MEDOC,EMS CDC COEUR MEDOC Begadan,0,25,14,6,0,0,0,14
2011/2012,BEGLES,CLUB ATHLETIQUE BEGLAIS,EMS CA BEGLAIS,0,33,63,12,0,49,14,0
2011/2012,BEGLES,CLUB ATHLETIQUE BEGLAIS,CA Bèglais,0,0,0,0,0,0,0,0
2011/2012,BEYCHAC-ET-CAILLAU,ASSOCIATION POUR LOISIRS ENFANTS ET JEUNES,ALEJ,0,0,0,0,0,0,0,0
2011/2012,BEYCHAC-ET-CAILLAU,ASSOCIATION POUR LOISIRS ENFANTS ET JEUNES,EMS ALEJ Beychac et Caillau,0,33,41,9,0,14,17,10
2011/2012,BIGANOS,COMMUNE DE BIGANOS,Biganos,0,0,0,0,0,0,0,0
2011/2012,BIGANOS,COMMUNE DE BIGANOS,EMS BIGANOS,0,30,54,26,0,19,23,12
2011/2012,BLANQUEFORT,COMMUNE DE BLANQUEFORT,EMS BLANQUEFORT Caychac,0,28,44,9,0,22,12,10
2011/2012,BLANQUEFORT,ESB OMNISPORT,E.S Blanquefortaise,0,0,0,0,0,0,0,0
2011/2012,BLANQUEFORT,COMMUNE DE BLANQUEFORT,Blanquefort Renney,0,0,0,0,0,0,0,0
2011/2012,BLANQUEFORT,COMMUNE DE BLANQUEFORT,Blanquefort Saturne,0,0,0,0,0,0,0,0
2011/2012,BLANQUEFORT,ESB OMNISPORT,EMS E.S BLANQUEFORT,0,32,54,16,0,46,6,2
2011/2012,BLANQUEFORT,COMMUNE DE BLANQUEFORT,EMS BLANQUEFORT Saturne,0,29,45,11,0,24,11,10
2011/2012,BLANQUEFORT,COMMUNE DE BLANQUEFORT,EMS BLANQUEFORT Renney,0,27,41,7,0,15,14,12
2011/2012,BLANQUEFORT,COMMUNE DE BLANQUEFORT,Blanquefort Caychac,0,0,0,0,0,0,0,0
2011/2012,BLAYE,COMMUNE DE BLAYE,EMS BLAYE Malbeteau,0,31,22,9,0,1,12,9
2011/2012,BLAYE,COMMUNE DE BLAYE,Blaye Vallaeys,0,0,0,0,0,0,0,0
2011/2012,BLAYE,COMMUNE DE BLAYE,EMS BLAYE Vallaeys,0,28,26,11,0,0,17,9
2011/2012,BLAYE,COMMUNE DE BLAYE,Blaye Malbeteau,0,0,0,0,0,0,0,0
2011/2012,BONZAC,COMMUNE DE BONZAC,Bonzac,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,GIRONDINS DE BORDEAUX HAND BALL CLUB,EMS GIRONDINS BX,0,34,102,48,0,56,36,10
2011/2012,BORDEAUX,LES JEUNES DE SAINT AUGUSTIN,JSA,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,UNION SPORTIVE LES CHARTRONS,EMS U.S CHARTRONS,0,34,75,20,0,28,39,8
2011/2012,BORDEAUX,CL2V MJC CENTRE SOCIAL BORDEAUX CAUDERAN,EMS MJC CL2V,0,35,18,4,0,10,7,1
2011/2012,BORDEAUX,LES JEUNES DE SAINT AUGUSTIN,EMS JSA,0,33,145,41,0,58,46,41
2011/2012,BORDEAUX,COQS ROUGES,EMS COQS ROUGES,0,34,16,5,0,8,4,4
2011/2012,BORDEAUX,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Francas Tresses,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,COQS ROUGES,Coqs Rouges,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,ASPTT BORDEAUX,ASPTT Bordeaux,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,CLUB PYRENEES AQUITAINE,CPA TAUZIN,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,PATRONAGE LAIQUE CAZEMAJOR YSER,EMS CAZEMAYOR YSER,0,33,28,16,0,7,13,8
2011/2012,BORDEAUX,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS TRESSES,0,27,28,10,0,12,8,8
2011/2012,BORDEAUX,ECOLE CHARLES MARTIN,EMS ASSO Ch MARTIN,0,33,55,30,0,9,28,18
2011/2012,BORDEAUX,PATRONAGE LAIQUE CAZEMAJOR YSER,Patronage Laïque Cazemajor Yser,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,UNION SAINT BRUNO,Union St Bruno,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,ASPTT BORDEAUX,EMS ASPTT BX,0,35,86,32,0,46,37,3
2011/2012,BORDEAUX,UNION SAINT JEAN,EMS UNION ST JEAN,0,34,25,7,0,9,12,4
2011/2012,BORDEAUX,GIRONDINS DE BORDEAUX HAND BALL CLUB,Girondins Bx Hand,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,ECOLE CHARLES MARTIN,Asso Sportive Ecole Ch Martin,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,UNION SAINT BRUNO,EMS UNION ST BRUNO,0,32,23,1,0,7,12,4
2011/2012,BORDEAUX,CL2V MJC CENTRE SOCIAL BORDEAUX CAUDERAN,MJC CL2V,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,UNION SAINT JEAN,Union St Jean,0,0,0,0,0,0,0,0
2011/2012,BORDEAUX,UNION SPORTIVE LES CHARTRONS,US Chartrons,0,0,0,0,0,0,0,0
2011/2012,BOULIAC,COMMUNE DE BOULIAC,EMS BOULIAC,0,30,44,18,0,13,15,16
2011/2012,BOULIAC,COMMUNE DE BOULIAC,Bouliac,0,0,0,0,0,0,0,0
2011/2012,BRACH,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Francas Brach,0,0,0,0,0,0,0,0
2011/2012,BRACH,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Brach,0,30,13,5,0,6,4,3
2011/2012,BRANNE,COMMUNE DE BRANNE,Branne,0,0,0,0,0,0,0,0
2011/2012,BRANNE,COMMUNE DE BRANNE,EMS BRANNE,0,31,42,20,0,13,13,16
