CD_DEPOT,LB_DEPOT,TYPE_DEPOT,LB_TYPE_DEPOT,COORD_TEL,COORD_FAX,COORD_MAIL,COORD_SITEWEB,ADR_L1,ADR_L2,ADR_L3,ADR_L4_NUM,ADR_L4_NUMEXT,ADR_L4_VOIE,ADR_L5,ADR_L6_CP,ADR_L6_COMM,INSEE_COMMUNE,CD_CANTON,RESPONSABLE,FL_DESSERVI,FL_INTERNET,NB_POSTEINT,NB_POSTEPUB,NB_MULT,ACCESS_HANDICAPES,H_DEB_MATIN_LUNDI,H_FIN_MATIN_LUNDI,H_DEB_APRM_LUNDI,H_FIN_APRM_LUNDI,H_DEB_MATIN_MARDI,H_FIN_MATIN_MARDI,H_DEB_APRM_MARDI,H_FIN_APRM_MARDI,H_DEB_MATIN_MERCREDI,H_FIN_MATIN_MERCREDI,H_DEB_APRM_MERCREDI,H_FIN_APRM_MERCREDI,H_DEB_MATIN_JEUDI,H_FIN_MATIN_JEUDI,H_DEB_APRM_JEUDI,H_FIN_APRM_JEUDI,H_DEB_MATIN_VENDREDI,H_FIN_MATIN_VENDREDI,H_DEB_APRM_VENDREDI,H_FIN_APRM_VENDREDI,H_DEB_MATIN_SAMEDI,H_FIN_MATIN_SAMEDI,H_DEB_APRM_SAMEDI,H_FIN_APRM_SAMEDI,H_DEB_MATIN_DIMANCHE,H_FIN_MATIN_DIMANCHE,H_DEB_APRM_DIMANCHE,H_FIN_APRM_DIMANCHE
1724,Bouliac,16,,0556209404,0557971828,bibliothequemairiebouliac@wanadoo.fr,http://www.ville-bouliac.fr/cult-bibliotheque.htm,BDP Bouliac,,,,,PARC DE VIALLE,,33270,BOULIAC,33065,58,,Oui,1,2,,0,Accès aux personnes à mobilité réduite,09h00, 12h00, 14h30, 17h30,09h00, 12h00, 14h30, 17h30,09h00, 12h00, 14h30, 17h30,09h00, 12h00, 14h30, 17h30,09h00, 12h00, 14h30, 17h30,10h00, 12h30,,,,,,
1391,Saint-Selve,15,,0556784978,,bibliotheque@mairie-saintselve.fr,,BDP Saint-Selve,,,,,MAISON DES ASSOCIATIONS,,33650,SAINT SELVE,33474,27,,Oui,1,0,,0,,,,,,,, 16h30, 18h30,,, 15h00, 18h00,,,,,,, 17h30, 19h00,,,,,,,,
1567,Mesterrieux,25,,0556714944,0556714944,sylg.d@hotmail.fr,,BDP Mesterrieux,,MAIRIE,,B,,,33540,MESTERRIEUX,33283,32,DUBUC Sylvie,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 15h00, 18h00,,,,,,,,,,,,,,,,,,,,
1486,Asques,25,,0557581572,0557581826,asquesmairie@orange.fr,,BDP Asques,,,95,,RUE DE L'ÉCOLE,,33240,ASQUES,33016,24,,Oui,0,0,,0,,,,,,,,,,,,,,,, 16h30, 18h00,,,,,,,,,,,,
1525,Porchères,26,,0557496152,0557496980,mairie-porcheres@wanadoo.fr,,BDP Porchères,,,1,,LE BOURG,,33660,PORCHÈRES,33332,22,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Parempuyre,17,,0556954886,0556955610,bibliotheque@mairie-parempuyre.fr,,BDP Parempuyre,,,47,,RUE DU GÉNÉRAL DE GAULLE,,33290,PAREMPUYRE,33312,6,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,, 14h00, 18h00,09h00, 12h00, 14h00, 18h00,10h00, 12h00, 14h00, 18h00,,, 14h00, 18h00,09h00, 12h00, 14h00, 18h00,10h00, 12h30,,,,,,
1534,Laroque,25,,0556626011,0556626011,mairie-laroque@wanadoo.fr,,BDP Laroque,,MAIRIE,,B,,,33410,LAROQUE,33231,17,AUGEY Catherine,Oui,0,0,,0,,,,,,08h00, 12h30,,,,, 14h00, 18h00,08h00, 12h30,,,08h00, 12h30,,,,,,,,,,
1163,Cérons,21,,0556270117,0556272664,marion.roche@cc-podensac.fr,,BDP Cérons,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,33120,36,TUBAUD Michèle,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 15h30, 17h30,,,,,,,,,10h00, 12h00,,,,,,
1723,Saint-Germain-du-Puch,10,,0557245119,0557240223,bibliotheque.saint-germain-du-puch@orange.fr,,BDP Saint-Germain-du-Puch,,,,,PLACE DE LA MAIRIE,,33750,SAINT GERMAIN DU PUCH,33413,16,,Oui,1,3,,3,Accès aux personnes à mobilité réduite,11h00, 12h00,,,,, 16h30, 18h00,,, 14h00, 16h00,,,,,,,,,10h30, 12h30,,,,,,
1085,Langon,12,,0556623339,0556622855,bibliotheque-langon@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net/,BDP Langon,,,,,-22 COURS DU MARÉCHAL DE LATTRE DE TASSIGNY,,33210,LANGON,33227,28,,Oui,1,3,,0,,,,,,09h00, 12h00, 12h00, 16h30,09h00, 12h00, 12h00, 18h00,09h00, 12h00, 12h00, 16h30,09h00, 12h00, 12h00, 16h30,09h30, 12h30,,,,,,
1103,Baurech,20,,0556213154,,clubdelecture.baurech@gmail.com,,BDP Baurech,,MAIRIE,,,LE BOURG,,33880,BAURECH,33033,23,BAUSTERT Ariane,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h00,,,,,,,,,,,,,11h00, 12h00,,,,,,
1555,Puybarban,25,,0556611094,0556612535,mairie.puybarban@wanadoo.fr,,BDP Puybarban,,MAIRIE,,B,,,33190,PUYBARBAN,33346,3,CARMAGNAC Christine,Oui,0,0,,0,,,,,,,, 16h30, 18h30,,,,,,, 16h30, 18h30,,,,,,,,,,,,
1678,Saint-Savin,10,,0557589509,0557589509,saint-savin.bibliotheque@orange.fr,,BDP Saint-Savin,,,20,,RUE JACQUES VERGERON,,33920,SAINT SAVIN DE BLAYE,33473,44,,Oui,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Castillon-la-Bataille,4,,0557564030,0557560659,mediatheque@castillonlabataille.fr,http://castillon.sezhame.decalog.net,BDP Castillon-la-Bataille,,,4,,ESPLANADE MARCEL JOUANNO,,33350,CASTILLON LA BATAILLE,33108,21,,Oui,1,7,,7,Accès aux personnes à mobilité réduite,09h00, 12h00,,,,, 15h00, 18h00,09h00, 12h00, 13h00, 18h00,,,,,,, 15h00, 18h00,09h00, 12h00,,,,,,
1518,Saillans,25,,0557843210,0557743814,bibliosaillans@yahoo.fr,,BDP Saillans,,MAIRIE,,,CHAMP DE VILLARD,,33141,SAILLANS,33364,24,Terrier Céline,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,Martillac,4,,0616244586,0556726578,bibliotheque@mairie-martillac.fr,,BDP Martillac,,,,,IMPASSE DU BOURG,,33650,MARTILLAC,,27,,Oui,0,0,,0,,,,,,,, 16h00, 18h00,,, 15h00, 18h00,,,,,,,,,10h00, 12h00,,,,,,
1602,Virelade,26,,0556271770,0556272647,marion.roche@cc-podensac.fr,,BDP Virelade,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,33552,36,BRAU Rolande,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 16h30, 18h00,,,,,,,,,,,,,,,,,,,,,,,,
1394,Lacanau Océan,10,,0556031726,,biblio.ocean@mairie-lacanau.fr,http://www.mediathequelacanau.fr,BDP Lacanau Océan,,,,,PLACE DE L'EUROPE,,33680,LACANAU,33214,20,,Oui,1,0,,0,,,, 16h00, 18h30,,,,,10h00, 12h30,,,,, 16h00, 18h30,,,,,10h00, 12h30,,,,,,
1732,Saint-Seurin-de-Cursac,8,,0557420851,0557429375,bibliothequestseurindecursac@gmail.com,,BDP Saint-Seurin-de-Cursac,,,25,,ROUTE DE L'ÉGLISE,,33390,SAINT SEURIN DE CURSAC,33477,7,,Oui,1,0,,0,,10h00, 12h30,,,10h30, 12h30,,,,, 14h00, 18h00,,, 14h00, 18h00,,, 14h00, 18h30,,,,,,,,
1558,Fontet,26,,0556610830,0556710482,fontet@bdp33.fr,,BDP Fontet,,,,,ECOLE PRIMAIRE,,33190,FONTET,33170,38,,Oui,0,0,,0,,,,,,,,,,,,,,,, 16h30, 18h45,,,,,,,,,,,,
1717,Saint-Loubès,6,,0556789882,0556686980,bibliotheque-municipale@saint-loubes.fr,,BDP Saint-Loubès,,,32,,CHEMIN DE NICE,,33450,SAINT LOUBÈS,33433,19,,Oui,1,4,,0,accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h00,10h00, 12h00, 14h00, 17h30,,,,,,, 14h00, 18h00,10h00, 12h00, 14h00, 17h30,,,,
1737,Brach,19,,0556581631,0556581297,bibli.brach@wanadoo.fr,,BDP Brach,,,,,L@ BIBLI,,33480,BRACH,33070,20,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,,, 17h00, 18h30,,,,,,,,,,,,,10h00, 11h00,,,,,,
1102,Ambès,4,,0556770269,0556770392,biblio@mairie-ambes.fr,,BDP Ambès,,,5,,AVENUE GUSTAVE CONAILLAC,,33810,AMBÈS,33004,60,,Oui,1,9,,9,Accès aux personnes à mobilité réduite,,,,,10h00, 12h00, 16h30, 18h30,10h00, 12h00, 14h00, 18h30,,, 16h30, 18h30,,, 16h30, 18h30,09h30, 12h30,,,,,,
1192,Saint-Pierre-de-Mons,21,,0556630711,0556761259,bibliotheque-saintpey@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net,BDP Saint-Pierre-de-Mons,,,4,,RUE ROUSSEAU,,33210,SAINT PIERRE DE MONS,33465,28,,Oui,1,0,,0,,,,,,,, 16h30, 18h00,,,,,,,,,,,,,,, 14h30, 16h00,,,,
1721,Tresses,10,,0557340424,0557340618,mediatheque@tresses.org,mediathequetresses.wordpress.com/,BDP Tresses,,,,,AVENUE DES ÉCOLES,,33370,TRESSES,33535,58,,Oui,1,0,,0,,,,,,,, 16h30, 19h00,,, 14h00, 18h30,,,,,,, 16h00, 18h30,10h00, 12h00,,,,,,
1710,Génissac,21,,05-57-24-38-5,0557244290,mairie.genissac@wanadoo.fr,,BDP Génissac,,,,,BOURG,,33420,GÉNISSAC,33185,16,,Oui,1,1,,0,,,, 17h00, 18h30,,,,,,, 14h00, 17h00,,, 17h00, 18h30,,,,,,, 15h00, 17h00,,,,
1473,Naujan-et-Postiac,20,,0557845577,0557749252,m.jp.bessaudou@orange.fr,,BDP Naujan-et-Postiac,,,28,,ROUTE DE BORDEAUX,,33420,NAUJAN ET POSTIAC,33301,16,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 15h00, 18h00,,,,,,,,,10h30, 12h30,,,,,,
1651,Civrac-en-Médoc,26,,0556415102,0556413744,mairie.civrac.medoc@wanadoo.fr,,BDP Civrac-en-Médoc,,,,,ROUTE DE BÉGADAN,,33340,CIVRAC EN MÉDOC,33128,29,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Pugnac,15,,0557689881,0557689272,mairiepugnac@wanadoo.fr,,BDP Pugnac,,,19,,RUE DE L'ÉGLISE,,33710,PUGNAC,33341,15,,Oui,0,0,,0,,,,,,,,,,,, 15h00, 17h30,10h00, 12h00, 14h00, 17h00,,, 14h00, 17h00,,,,,,,,
1071,Lugos,26,,0557719526,0557719452,seouze@neuf.fr,,BDP Lugos,,MAIRIE,,B,,,33830,LUGOS,33260,5,VALIN Christiane,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Bègles,32,,0556495481,0556492251,bibliotheque@mairie-begles.fr,,BDP Bègles,,,58,,AVENUE MARÉCHAL DE LATTRE DE TASSIGNY,,33130,BÈGLES,33039,52,,Non,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Cartelègue,20,,0557647128,0557645382,bibliotheque@cartelegue.fr,,BDP Cartelègue,,,2,,RUE DE L'ÉCOLE,,33390,CARTELÈGUE,33101,7,,Oui,0,0,,0,,,,,,,,,,,,,,,, 15h30, 17h00,,,,,11h00, 12h00,,,,,,
1702,Bourg,10,,0557682026,0557683984,biblio-de-bourg@orange.fr,,BDP Bourg,,,,,PLACE JEANTET,,33710,BOURG,33067,15,,Oui,0,1,,0,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 16h00,,, 15h00, 19h00,,, 14h30, 18h00,,,,,,,,,,,,
1705,Le Taillan-Médoc,12,,0556356096,0556355061,bibliotheque@taillan-medoc.fr,http://bibtm.canalblog.com/,BDP Le Taillan-Médoc,,,56,,AVENUE DE SOULAC,,33320,LE TAILLAN MÉDOC,33519,63,,Oui,1,2,,0,Accès aux personnes à mobilité réduite,,,,,,, 15h00, 18h00,10h00, 12h00, 12h00, 18h00,,,,,,, 15h00, 19h00,10h00, 12h00, 12h00, 16h00,,,,
1538,Saint-Martin-de-Laye,19,,0557494044,0557494044,mairie.stmartindelaye@wanadoo.fr,,BDP Saint-Martin-de-Laye,,,,,HÔTEL DE VILLE,,33910,SAINT MARTIN DE LAYE,33442,26,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,10h30, 12h30,,,,,,
1755,Cantenac,21,,,0557887479,cantenac@bdp33.fr,,BDP Cantenac,,,,,LE BOURG,,33460,CANTENAC,33091,20,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Bayas,13,,0557692001,,mairiedebayas@wanadoo.fr,,BDP Bayas,,,11,,AVENUE DE L'EUROPE,,33230,BAYAS,33034,26,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 17h00, 19h00,,,,,,,,,,,,,,, 16h00, 18h00,,,,,,,,
1516,Arveyres,21,,0557248014,,pointlecturearveyres@orange.fr,,BDP Arveyres,,,8,,RUE DE L'ÉGLISE,,33500,ARVEYRES,33015,30,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Illats,21,,0556625314,0556624114,marion.roche@cc-podensac.fr,,BDP Illats,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,,36,Malsch Marie-Louise,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Prignac-et-Marcamps,15,,0557684444,0557683840,prignac-marcamps@orange.fr,,BDP Prignac-et-Marcamps,,,112,B,AVENUE DES CÔTES DE BOURG,,33710,PRIGNAC ET MARCAMPS,33339,15,,Oui,0,0,,0,,,,,,,, 17h00, 19h00,,, 16h00, 18h00,,,,,,, 16h30, 18h30,,,,,,,,
2053,Noaillan,0,,,,,,BDP Noaillan,,,,,,,,,,50,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Soulignac,25,,0556239212,0556234105,mairie.soulignac@wanadoo.fr,,BDP Soulignac,,MAIRIE,,B,,,33760,SOULIGNAC,33515,48,NADEAU Patricia,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,09h00, 12h00,,,,,,,09h00, 12h00,,,,,,,09h00, 12h00,,,,,,
1722,Yvrac,16,,0556066878,,biblioyvrac-mairie@orange.fr,,BDP Yvrac,,,,,AVENUE DE BLANZAC,,33370,YVRAC,33554,55,,Oui,1,0,,0,,,,,,,, 16h00, 18h00,,, 14h30, 18h00,,,,,,,,,10h00, 12h00,,,,,,
1926,Donnezac,20,,0557324576,0557580768,pointlecturedonnezac@orange.fr,,BDP Donnezac,,,36,,LE BOURG,,33860,DONNEZAC,33151,44,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 14h30, 15h30,,,,,,, 14h30, 16h30,,,,,,,,,10h00, 12h00,,,,,,
1178,La Réole,17,,0556619494,0556712157,philippe.saujeon@lareole.fr,,BDP La Réole,,,,,ESPLANADE DU GÉNÉRAL DE GAULLE,,33190,LA RÉOLE,33352,38,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Saint-Symphorien,3,,0556257289,0556650114,bibliotheque.stsymphorien@wanadoo.fr,,BDP Saint-Symphorien,,,,,PLACE DE LA RÉPUBLIQUE,,33113,SAINT SYMPHORIEN,33484,45,,Oui,1,7,,7,Accès aux personnes à mobiblité réduite,,,,,,, 16h00, 18h00,10h00, 12h00, 14h00, 18h00,,,,,,, 16h00, 18h00,09h00, 12h00,,,,,,
1009,Mios,23,,0556264940,0556264169,nicole.noailles@sfr.fr,,BDP Mios,,,9,,RUE SAINT JEAN,,33380,MIOS,33284,2,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,09h30, 11h30,,,,,,,,,,,09h30, 11h30,,,,,,
1756,Capian,26,,0556723056,0556721247,mairie.capian@free.fr,,BDP Capian,,MAIRIE,,B,,,33550,CAPIAN,33093,17,HOSTEIN,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,, 17h00, 18h00,,,,
1685,Berson,9,,0557643644,0557642436,mairie-de-berson@wanadoo.fr,,BDP Berson,,,11,,AVENUE DE LA LIBÉRATION,,33390,BERSON,33047,7,,Oui,1,1,,1,,09h00, 10h00, 13h30, 16h30,09h00, 10h00, 13h30, 18h30,10h00, 12h00, 14h00, 17h00,09h00, 10h00, 13h30, 16h30,09h00, 10h00, 13h30, 16h30,,,,,,,,
1707,Carignan-de-Bordeaux,10,,0556683522,0556683522,bibliotheque@carignandebdx.fr,,BDP Carignan-de-Bordeaux,,,2,B,PLACE GONFREVILLE,,33360,CARIGNAN DE BORDEAUX,33099,23,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,,, 13h30, 16h30,,, 13h30, 18h30,,,,,,,,,10h00, 12h00,,,,,,
1768,Saint-Vivien-de-Monségur,25,,0556616277,0556616277,saint-vivien-de-monsegur@wanadoo.fr,,BDP Saint-Vivien-de-Monségur,,,,,RUE DU 8 MAI 1945,,33580,SAINT VIVIEN DE MONSÉGUR,33491,32,,Oui,0,0,,0,,,,,,,,,,,,,,,, 16h00, 16h30,,,,,,, 14h30, 16h00,,,,
1528,Saint-Sauveur-de-Puynormand,25,,0557696263,0557697771,mairiesaintsauveurdepuynormand@wanadoo.fr,,BDP Saint-Sauveur-de-Puynormand,,MAIRIE,,B,,,33660,SAINT SAUVEUR DE PUYNORMAND,33472,31,GAURY Marie-Claire,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Saint-André-de-Cubzac,6,,0557436739,0557451029,mediatheque@saintandredecubzac.fr,mediathequedesaintandredecubzac.fr,BDP Saint-André-de-Cubzac,,,25,B,RUE DANTAGNAN,,33240,SAINT ANDRÉ DE CUBZAC,33366,39,,Oui,1,1,,0,,,,,,,, 15h00, 18h00,09h30, 12h30, 15h00, 18h00,,, 15h00, 18h00,,, 15h00, 18h00,09h30, 12h30, 15h00, 18h00,,,,
1548,Lestiac-sur-Garonne,20,,0556723234,0556721752,mairie-lestiac@wanadoo.fr,,BDP Lestiac-sur-Garonne,,MAIRIE,,B,,,33550,LESTIAC SUR GARONNE,33241,17,MANDILLE Isabelle,Oui,0,0,,0,,,,,,,,,,,, 15h00, 17h00,,,,,,,,,,,,,,,,
1690,Cézac,9,,0557681968,0557685440,bibli.cezac@wanadoo.fr,,BDP Cézac,,,,,LE BOURG,,33620,CÉZAC,33123,44,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,, 13h30, 16h30,09h00, 12h00, 13h30, 16h30,09h30, 12h00, 13h30, 17h00,09h00, 12h00, 13h30, 16h30,09h00, 12h00, 13h30, 16h30,,,,,,,,
1796,Preignac,16,,0556632739,0556638028,valerie.mery@cc-podensac.fr,,BDP Preignac,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,33337,36,MERY Valérie,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Teuillac,26,,0557643455,0557642225,accueil@mairie-teuillac.com,,BDP Teuillac,,,,,PLACE DE LA MAIRIE,,33710,TEUILLAC,33530,15,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 15h30, 16h30,,,,,,,,,,,,,,,,,09h00, 12h00,,,,,,
1190,Saint-Michel-de-Lapujade,19,,0556617618,,,,BDP Saint-Michel-de-Lapujade,,,,,LORETTE,,33190,SAINT MICHEL DE LAPUJADE,33453,38,,Non,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Saucats,16,,0556722155,0516440537,biblio@mairie-saucats.fr,mairie-saucats.fr rubrique sports loisirs culture, bibliothèque municipale,BDP Saucats,,,,,AVENUE CHARLES DE GAULLE,,33650,SAUCATS,33501,27,,Oui,0,1,,0,,,, 17h00, 18h00,,, 17h00, 18h00,,,,,,,,,11h30, 13h00,,,10h00, 12h00,,,,,,
1663,Les Églisottes-et-Chalaures,21,,0557693707,0557495286,bibliothequesleseglisottes@orange.fr,,BDP Les Églisottes-et-Chalaures,,,38,,AVENUE VICTOR HUGO,,33230,LES ÉGLISOTTES ET CHALAURES,33154,22,,Oui,1,3,,0,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h00,09h00, 12h00, 14h00, 18h00,,, 14h00, 18h00,09h00, 12h00, 14h00, 18h00,09h00, 12h00, 14h00, 18h00,,,,
2079,Saint-Yzans-de-Médoc,0,,,,,,BDP Saint-Yzans-de-Médoc,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,Bégadan,2,,,,,,BDP Bégadan,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,Cestas,32,,05-57-83-53-1,,bm-cestas@wanadoo.fr,www.mediatheque.mairie-cestas.fr,BDP Cestas,,,,,PLACE DU SOUVENIR,,33610,CESTAS,,59,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Barsac,16,,0556274512,,francois.laffeychine@cc-podensac.fr,http://bibliblog.free.fr,BDP Barsac,,,,,PARC DE MONTALIVET,,33720,BARSAC,33030,36,,Oui,0,0,,0,Non accessible aux personnes à mobilité réduite,,, 16h15, 17h15,,,,,09h00, 12h00, 14h30, 18h00,,, 16h30, 17h30,,, 16h00, 17h30,09h30, 12h00,,,,,,
2013,Haux,20,,0556236448,,bibliomedia.haux33@orange.fr,,BDP Haux,,,1,,LOTISSEMENT BERGUEIL,,33550,HAUX,33201,23,,Oui,1,3,,0,accès aux personnes à mobilité réduite,,,,,,, 15h00, 18h00,,, 15h00, 18h00,,,,,,, 16h00, 19h00,,,,,,,,
2014,Floirac,32,,0556869928,0557444186,mediatheque@ville-floirac33.fr,,BDP Floirac,,,,,RUE VOLTAIRE,,33270,FLOIRAC,33167,58,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
