COMMUNE_INSEE,COMMUNE_LIBMIN,COMMUNE_LIBSNA,COMMUNE_LIBDOC,ARR_V3CAR,ARR_V1CAR,ARR_LIBMIN,CANTON_V4CAR,CANTON_V2CAR,CANTON_LIBMIN,MAIRIE_ADR_L1,MAIRIE_ADR_L2,MAIRIE_ADR_L3,MAIRIE_ADR_L4NUM,MAIRIE_ADR_L4B,MAIRIE_ADR_L4VOIE,MAIRIE_ADR_L4_COMPLET,MAIRIE_ADR_L5,MAIRIE_ADR_L6CP,MAIRIE_ADR_L6COMMUNE,MAIRE_MR_MME,MAIRE_NOM,MAIRE_PRENOM,MAIRIE_TEL,MAIRIE_FAX,MAIRIE_MAIL,MAIRIE_SITE
33464,Saint-Pierre-de-Bat,ST PIERRE DE BAT                      ,,333,3,,3348,48,Targon,,,,,,,4 RUE SAINT PIERRE,,33760,SAINT PIERRE DE BAT,Monsieur,ACKER,Philippe,0556236195,0556236195,mairie.st.pierre.de.bat@wanadoo.fr,
33465,Saint-Pierre-de-Mons,ST PIERRE DE MONS                     ,,333,3,,3328,28,Langon,,,,,,,4 ROUSSEAU,,33210,SAINT PIERRE DE MONS,Monsieur,LABAYLE,Patrick,0556630711,0556761259,mairie stpierredemons@wanadoo.fr,www.saint pierre de mons.fr
33466,Saint-Quentin-de-Baron,ST QUENTIN DE BARON                   ,,335,5,,3316,16,Branne,,,,,,,30 LE BOURG,,33750,SAINT QUENTIN DE BARON,Monsieur,MUR,Christian,0557555470,0557555475,mairie.sqdb2@wanadoo.fr,www.saint quentin de baron.fr
33467,Saint-Quentin-de-Caplong,ST QUENTIN DE CAPLONG                 ,,335,5,,3341,41,Sainte-Foy-la-Grande,,,,,,,LE BOURG,,33220,SAINT QUENTIN DE CAPLONG,Monsieur,GRENOUILLEAU,Rolland,0557412083,0557412083,m.mairie7@aliceadsl.fr,
33468,Sainte-Radegonde,STE RADEGONDE                         ,,335,5,,3337,37,Pujols,,,,,,,HOTEL DE VILLE,29 LE BOURG,33350,SAINTE RADEGONDE,Monsieur,PAUILLAC,Jacques,0557405170,0557405030,ste radegonde.mairie@wanadoo.fr,
33470,Saint-Romain-la-Virvée,ST ROMAIN LA VIRVEE                   ,,335,5,,3324,24,Fronsac,,,,,,,LE BOURG,,33240,SAINT ROMAIN LA VIRVEE,Monsieur,MONTION,Alain,0557582138,0557582533,mairiestromainlavirvee@wanadoo.fr,
33471,Saint-Sauveur,ST SAUVEUR                            ,,334,4,,3333,33,Pauillac,,,,,,,1 PLACE DU 19 MARS 1962,,33250,SAINT SAUVEUR MEDOC,Monsieur,FOUIN,Dominique,0556595713,0556595061,saint sauveur medoc@wanadoo.fr,
33472,Saint-Sauveur-de-Puynormand,ST SAUVEUR DE PUYNORMAND              ,,335,5,,3331,31,Lussac,,,,,,,HOTEL DE VILLE,,33660,SAINT SAUVEUR DE PUYNORMAND,Monsieur,MOULINIER,Gérard,0557696263,0557697771,mairiesaintsauveurdepuynormand@wanadoo.fr,
33473,Saint-Savin,ST SAVIN                              ,,331,1,,3344,44,Saint-Savin,,,,,,,1 PLACE DE LA MAIRIE,,33920,SAINT SAVIN,Monsieur,RECAPPE,Jean-Claude,0557589595,0557589882,mairie.st savin33@laposte.net,
33474,Saint-Selve,ST SELVE                              ,,332,2,,3327,27,Brède (La),,,,,,,1 PLACE SAINT ANTOINE,,33650,SAINT SELVE,Monsieur,THERON,Pierre-Jean,0557979600,0557979609,adm@mairie saintselve.fr,www.mairie saintselve.fr
33475,Saint-Seurin-de-Bourg,ST SEURIN DE BOURG                    ,,331,1,,3315,15,Bourg,,,,,,,HOTEL DE VILLE,,33710,SAINT SEURIN DE BOURG,Monsieur,ARNAUDIN,Serge,0557684474,0557684474,mairie.stseurindebourg@wanadoo.fr,
33476,Saint-Seurin-de-Cadourne,ST SEURIN DE CADOURNE                 ,,334,4,,3333,33,Pauillac,,,,,,,ESPACE PAUL DAUMAINS,1 PLACE DU 11 NOVEMBRE 1918,33180,SAINT SEURIN DE CADOURNE,Monsieur,ROI,Gérard,0556593110,0556597255,mairiesaintseurincadourne@orange.fr,www.saint seurin de cadourne.fr
33477,Saint-Seurin-de-Cursac,ST SEURIN DE CURSAC                   ,,331,1,,3307,07,Blaye,,,,,,,LE BOURG,,33390,SAINT SEURIN DE CURSAC,Madame,PERY,Nelly,0557429371,0557429375,mairie st seurin de cursac@wanadoo.fr,
33478,Saint-Seurin-sur-l'Isle,ST SEURIN SUR L ISLE                  ,,335,5,,3322,22,Coutras,,,,,,,ESPACE CHARLES DE GAULLE,BP 26,33660,SAINT SEURIN SUR L'ISLE,Monsieur,BERTHOME,Marcel,0557560101,0557560109,mairie@stseurinsurlisle.com,www.stseurinsurlisle.com
33479,Saint-Sève,ST SEVE                               ,,333,3,,3338,38,Réole (La),,,,,,,LE BOURG,,33190,SAINT SEVE,Monsieur,GERY,Christophe,0556612829,0556612829,saint seve@wanadoo.fr,
33480,Saint-Sulpice-de-Faleyrens,ST SULPICE DE FALEYRENS               ,,335,5,,3330,30,Libourne,,,,,,,9 AVENUE DU GENERAL DE GAULLE,,33330,SAINT SULPICE DE FALEYRENS,Monsieur,DUMONTEUIL,Yvan,0557247526,0557246374,mairie.faleyrens@wanadoo.fr,www.saintsulpicedefaleyrens.com
33481,Saint-Sulpice-de-Guilleragues,ST SULPICE DE GUILLERAGUES            ,,333,3,,3332,32,Monségur,,,,,,,HOTEL DE VILLE,,33580,SAINT SULPICE DE GUILLERAGUES,Monsieur,MICHELOT,André,0556618017,0556618017,msaintsulpice@wanadoo.fr,
33482,Saint-Sulpice-de-Pommiers,ST SULPICE DE POMMIERS                ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,HOTEL DE VILLE,6 ROUTE DE LA REOLE,33540,SAINT SULPICE DE POMMIERS,Madame,BONNAMY,Nicole,0556715943,0556715677,mairie st sulpice de pommiers@wanadoo.fr,
33483,Saint-Sulpice-et-Cameyrac,ST SULPICE ET CAMEYRAC                ,,332,2,,3319,19,Carbon-Blanc,,,,,,,21 AVENUE DE L'HOTEL DE VILLE,,33450,SAINT SULPICE ET CAMEYRAC,Monsieur,PULCRANO,Claude,0556308413,0556302048,mairiesaintsulpiceetcameyrac@wanadoo.fr,
33484,Saint-Symphorien,ST SYMPHORIEN                         ,,333,3,,3345,45,Saint-Symphorien,,,,,,,PLACE DE LA REPUBLIQUE,,33113,SAINT SYMPHORIEN,Monsieur,DUPIOL,Guy,0556650110,0556650114,commune.de.saint symphorien@wanadoo.fr,www.mairie saint symphorien gironde.fr
33485,Sainte-Terre,STE TERRE                             ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,12 AVENUE CHARLES DE GAULLE,,33350,SAINTE TERRE,Monsieur,MARTY,Guy,0557471623,0557471614,mairie.sainteterre@wanadoo.fr,www.sainte terre.fr
33486,Saint-Trojan,ST TROJAN                             ,,331,1,,3315,15,Bourg,,,,,,,10 LE BOURG,,33710,SAINT TROJAN,Monsieur,GRAVINO,Bruno,0557643610,0557642426,mairiest trojan2@wanadoo.fr,
33487,Saint-Vincent-de-Paul,ST VINCENT DE PAUL                    ,,332,2,,3319,19,Carbon-Blanc,,,,,,,ESPACE GERARD LESNIER,2 AVENUE PAUL PRINCETEAU,33440,SAINT VINCENT DE PAUL,Monsieur,SOUBIRAN,Claude,0556775660,0556388556,mairie.svp33@orange.fr,
33488,Saint-Vincent-de-Pertignas,ST VINCENT DE PERTIGNAS               ,,335,5,,3337,37,Pujols,,,,,,,HOTEL DE VILLE,20 LE BOURG,33420,SAINT VINCENT DE PERTIGNAS,Monsieur,GAUTHIER,Pierre,0557841388,0557841388,stvincentdepertignas@orange.fr,
33489,Saint-Vivien-de-Blaye,ST VIVIEN DE BLAYE                    ,,331,1,,3344,44,Saint-Savin,,,,,,,103 LE BOURG,,33920,SAINT VIVIEN DE BLAYE,Monsieur,DOMENS,Jean-Pierre,0557425306,0557424311,mairiesaintviviendeblaye@orange.fr,
33490,Saint-Vivien-de-Médoc,ST VIVIEN DE MEDOC                    ,,334,4,,3346,46,Saint-Vivien-de-Médoc,,,,,,,1 PLACE BRIGADE CARNOT,,33590,SAINT VIVIEN DE MEDOC,Monsieur,DUBERNET,Jean-Pierre,0556094017,0556739846,mairiestviviendemedoc@wanadoo.fr,www.stviviendemedoc.fr
33491,Saint-Vivien-de-Monségur,ST VIVIEN DE MONSEGUR                 ,,333,3,,3332,32,Monségur,,,,,,,LE BOURG,4 PLACE DE L'EGLISE,33580,SAINT VIVIEN DE MONSEGUR,Monsieur,CADIC,Laurent,0556616277,0556616277,saint vivien de monsegur@wanadoo.fr,www.saint vivien de monsegur.over blog.fr
33492,Saint-Yzan-de-Soudiac,ST YZAN DE SOUDIAC                    ,,331,1,,3344,44,Saint-Savin,,,,,,,162 AVENUE DU GENERAL DE GAULLE,,33920,SAINT YZAN DE SOUDIAC,Monsieur,ROQUES,Pierre,0557589110,0557580905,commune st.yzan.de.soudiac@wanadoo.fr,
33104,Castelnau-de-Médoc,CASTELNAU DE MEDOC                    ,,334,4,,3320,20,Castelnau-de-Médoc,,,,,,,HOTEL DE VILLE,20 RUE DU CHÂTEAU,33480,CASTELNAU DE MEDOC,Monsieur,DURRACQ,Jean-Claude,0556582150,0556581810,contact@mairie castelnau medoc.fr,www.mairie castelnau medoc.com
33105,Castelviel,CASTELVIEL                            ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,HOTEL DE VILLE,6 LE BOURG,33540,CASTELVIEL,Madame,FOUILHAC,Christiane,0556619927,0556619869,mairiedecastelviel@orange.fr,
33106,Castets-en-Dorthe,CASTETS EN DORTHE                     ,,333,3,,3328,28,Langon,,,,,,,HOTEL DE VILLE,28 GRAND RUE,33210,CASTETS EN DORTHE,Monsieur,SART,Jean-Pierre,0556628309,0556627606,contact@castetsendorthe.fr,
33107,Castillon-de-Castets,CASTILLON DE CASTETS                  ,,333,3,,3303,03,Auros,,,,,,,HOTEL DE VILLE,,33210,CASTILLON DE CASTETS,Monsieur,LAULAN,Didier,0556611894,0556716695,Castillon.de.castets@wanadoo.fr,
33108,Castillon-la-Bataille,CASTILLON LA BATAILLE                 ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,PLACE TURENNE,,33350,CASTILLON LA BATAILLE,Monsieur,HOLMIERE,Michel,0557400006,0557401104,mairie@castillonlabataille.fr,
33109,Castres-Gironde,CASTRES GIRONDE                       ,,332,2,,3327,27,Brède (La),,,,,,,HOTEL DE VILLE,1 PLACE DE LA MAIRIE,33640,CASTRES GIRONDE,Monsieur,CONSTANT,Daniel,0556670210,0556670829,mairie de castres gironde@wanadoo.fr,
33111,Caudrot,CAUDROT                               ,,333,3,,3343,43,Saint-Macaire,,,,,,,HOTEL DE VILLE,15 PLACE DES TILLEULS,33490,CAUDROT,Monsieur,LAPORTE,Roland,0556628123,0556627122,mairiecaudrot@orange.fr,www.caudrot.fr
33112,Caumont,CAUMONT                               ,,333,3,,3334,34,Pellegrue,,,,,,,HOTEL DE VILLE,LIEU DIT GOURAUD,33540,CAUMONT,Monsieur,BRY,Philippe,0556718406,0556718406,caumont2@wanadoo.fr,
33113,Cauvignac,CAUVIGNAC                             ,,333,3,,3325,25,Grignols,,,,,,,LIEU DIT LA VIGNE,,33690,CAUVIGNAC,Madame,COUSTET,Nicole,0556255055,0556254115,mairie.cauvignac@wanadoo.fr,
33114,Cavignac,CAVIGNAC                              ,,331,1,,3344,44,Saint-Savin,,,,,,,HOTEL DE VILLE,61 AVENUE DE PARIS,33620,CAVIGNAC,Monsieur,EDARD,Jean-Jacqurs,0557686040,0557681139,mairie.cavignac@wanadoo.fr,www.cavignac.fr
33115,Cazalis,CAZALIS                               ,,333,3,,3350,50,Villandraut,,,,,,,HOTEL DE VILLE,,33113,CAZALIS,Monsieur,LASSALLE,Jean-Claude,0556652204,0556652546,mairie.cazalis@wanadoo.fr,
33116,Cazats,CAZATS                                ,,333,3,,3304,04,Bazas,,,,,,,HOTEL DE VILLE,,33430,CAZATS,Monsieur,GOUGEON,Stéphane,0556250598,0556250598,pas d'email,
33117,Cazaugitat,CAZAUGITAT                            ,,333,3,,3334,34,Pellegrue,,,,,,,HOTEL DE VILLE,,33790,CAZAUGITAT,Monsieur,REBIERE,Raymond,0556613605,0556613849,cazaugitat@wanadoo.fr,
33118,Cénac,CENAC                                 ,,332,2,,3323,23,Créon,,,,,,,50 AVENUE DE BORDEAUX,,33360,CENAC,Madame,FERRER,Simone,0557971470,0557971479,cenac.33.mairie@wanadoo.fr,www.mairiedecenac33.com
33119,Cenon,CENON                                 ,,332,2,,3355,55,Cenon,,,,,,,1 AVENUE CARNOT,BP 20097,33151,CENON CEDEX,Monsieur,DAVID,Alain,0557807000,0557807068,info@ville cenon.fr,www.ville cenon.fr
33120,Cérons,CERONS                                ,,333,3,,3336,36,Podensac,,,,,,,16 BIS PLACE DU GENERAL DE GAULLE,,33720,CERONS,Monsieur,SOULE,Jean-Patrick,0556270117,0556272664,mairiedecerons@gmail.com,
33121,Cessac,CESSAC                                ,,333,3,,3348,48,Targon,,,,,,,24 ROUTE DE CESSAC,,33760,CESSAC,Monsieur,GROUSSET,Jean,0556239778,0556239874,mairiedecessac@wanadoo.fr,
33122,Cestas,CESTAS                                ,,332,2,,3359,59,Gradignan,,,,,,,2 AVENUE DU BARON HAUSSMANN,BP 9,33611,CESTAS CEDEX,Monsieur,DUCOUT,Pierre,0556781300,0556788481,martine.saura@mairie cestas.fr,www.mairie cestas.fr
33123,Cézac,CEZAC                                 ,,331,1,,3344,44,Saint-Savin,,,,,,,141 LE BOURG,,33620,CEZAC,Madame,COUREAU,Bernadette,0557686409,0557685440,mairiecezac@wanadoo.fr,www.mairiecezac.fr
33124,Chamadelle,CHAMADELLE                            ,,335,5,,3322,22,Coutras,,,,,,,HOTEL DE VILLE,1 LE BOURG,33230,CHAMADELLE,Monsieur,FILLON,Daniel,0557490741,0557493685,mairie chamadelle@wanadoo.fr,
33125,Cissac-Médoc,CISSAC MEDOC                          ,,334,4,,3333,33,Pauillac,,,,,,,4 ROUTE DE LANDAT,,33250,CISSAC MEDOC,Monsieur,MINCOY,Jean,0556595810,0556739481,mairie.cissac medoc@wanadoo.fr,www.cissac medoc.fr
33126,Civrac-de-Blaye,CIVRAC DE BLAYE                       ,,331,1,,3344,44,Saint-Savin,,,,,,,2 LE BOURG,,33920,CIVRAC DE BLAYE,Madame,CADUSSEAU,Michèle,0557686007,0557681642,civracdeblaye@wanadoo.fr,
33127,Civrac-sur-Dordogne,CIVRAC SUR DORDOGNE                   ,,335,5,,3337,37,Pujols,,,,,,,HOTEL DE VILLE,,33350,CIVRAC SUR DORDOGNE,Monsieur,ROUGIER,Jean-Pierre,0557400712,0557400712,mairie.civrac@orange.fr,
33128,Civrac-en-Médoc,CIVRAC EN MEDOC                       ,,334,4,,3329,29,Lesparre-Médoc,,,,,,,HOTEL DE VILLE,4 RUE DU 11 NOVEMBRE,33340,CIVRAC EN MEDOC,Monsieur,COLEMYN,André,0556415102,0556413744,mairie.civrac.medoc@wanadoo.fr,
33129,Cleyrac,CLEYRAC                               ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,HOTEL DE VILLE,,33540,CLEYRAC,Monsieur,RAYNE,Yves,0556718674,0556718674,mairie.cleyrac@free.fr,
33130,Coimères,COIMERES                              ,,333,3,,3303,03,Auros,,,,,,,PLACE PUBLIQUE,,33210,COIMERES,Monsieur,LAFON,Jean-Jacques,0556250003,0556250003,mairie.coimeres@wanadoo.fr,
33131,Coirac,COIRAC                                ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,HOTEL DE VILLE,,33540,COIRAC,Mademois,CATHERINEAU,Anne,0556715975,,coirac@wanadoo.fr,
33132,Comps,COMPS                                 ,,331,1,,3315,15,Bourg,,,,,,,HOTEL DE VILLE,5 LE BOURG,33710,COMPS,Monsieur,BAYARD,Didier,0557648029,0557648029,mairie comps@wanadoo.fr,
33133,Coubeyrac,COUBEYRAC                             ,,335,5,,3337,37,Pujols,,,,,,,HOTEL DE VILLE,,33890,COUBEYRAC,Monsieur,GEROMIN,Michel,0557474230,0557474230,mairie.decoubeyrac@wanadoo.fr,
33287,Mongauzy,MONGAUZY                              ,,333,3,,3338,38,Réole (La),,,,,,,4 BOURG SUD,,33190,MONGAUZY,Madame,DELAS,Clara,0556617016,0556617705,mongauzy@wanadoo.fr,
33288,Monprimblanc,MONPRIMBLANC                          ,,333,3,,3317,17,Cadillac,,,,,,,5 LE TENDRON,,33410,MONPRIMBLANC,Monsieur,DAVID,Hervé,0556629512,0556629512,mairie.monprimblanc@wanadoo.fr,
33289,Monségur,MONSEGUR                              ,,333,3,,3332,32,Monségur,,,,,,,24 PLACE ROBERT DARNICHE,,33580,MONSEGUR,Monsieur,FAVEREAU,Jean-Louis,0556616012,0556616136,monsegur@wanadoo.fr,
33290,Montagne,MONTAGNE                              ,,335,5,,3331,31,Lussac,,,,,,,LE BOURG,BP 6,33570,MONTAGNE,Monsieur,YERLES,Pierre,0557552100,0557552101,accueil.courrier@mairie montagne.com,
33291,Montagoudin,MONTAGOUDIN                           ,,333,3,,3338,38,Réole (La),,,,,,,LE BOURG,,33190,MONTAGOUDIN,Monsieur,DOUX,Joel,0556610922,0556610922,montagoudin@wanadoo.fr,
33292,Montignac,MONTIGNAC                             ,,333,3,,3348,48,Targon,,,,,,,HOTEL DE VILLE,,33760,MONTIGNAC,Monsieur,ABELA,Didier,0556235151,0556235151,mmontignac@wanadoo.fr,
33293,Montussan,MONTUSSAN                             ,,332,2,,3355,55,Cenon,,,,,,,1 PLACE PIERRE DE BRACH,,33450,MONTUSSAN,Monsieur,ARNATHAU,Claude,0556724100,0556728037,mairie.montussan@wanadoo.fr,
33294,Morizès,MORIZES                               ,,333,3,,3338,38,Réole (La),,,,,,,1 LE PARC,,33190,MORIZES,Madame,CUVILLIER,Jeanine,0556714080,0556714080,morizes2@wanadoo.fr,
33295,Mouillac,MOUILLAC                              ,,335,5,,3324,24,Fronsac,,,,,,,LE BOURG,,33240,MOUILLAC,Madame,REGIS,Marie-France,0557848132,0557848132,mairiemouillac@wanadoo.fr,
33296,Mouliets-et-Villemartin,MOULIETS ET VILLEMARTIN               ,,335,5,,3337,37,Pujols,,,,,,,55 ROUTE DE PIQUESSEGUE,BP 49,33350,MOULIETS ET VILLEMARTIN,Monsieur,DELGUEL,Jean-Claude,0557400904,0557401740,mairiemouliets@wanadoo.fr,
33297,Moulis-en-Médoc,MOULIS EN MEDOC                       ,,334,4,,3320,20,Castelnau-de-Médoc,,,,,,,227 AVENUE E LA GIRONDE,,33480,MOULIS EN MEDOC,Monsieur,LAGARDE,Christian,0556582208,0556587154,Mairie.Moulis.medoc@wanadoo.fr,
33298,Moulon,MOULON                                ,,335,5,,3316,16,Branne,,,,,,,50 LE BOURG,,33420,MOULON,Monsieur,MAGNAN,Loïc,0557845065,0557845699,secretariat@mairie moulon.fr,http://www.mairie moulon.fr
33299,Mourens,MOURENS                               ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,LE BOURG,,33410,MOURENS,Monsieur,LIMOUZIN,Bruno,0556619824,0556619824,mairie.mourens@wanadoo.fr,
33300,Naujac-sur-Mer,NAUJAC SUR MER                        ,,334,4,,3329,29,Lesparre-Médoc,,,,,,,1 PLACE DU 11 NOVEMBRE,,33990,NAUJAC SUR MER,Monsieur,DUFOURD,Jean-Bernard,0556730055,0556730387,mairie.naujac@orange.fr,www.naujac.com
33301,Naujan-et-Postiac,NAUJAN ET POSTIAC                     ,,335,5,,3316,16,Branne,,,,,,,28 ROUTE DE BORDEAUX,,33420,NAUJAN ET POSTIAC,Monsieur,CLABE,Michel,0557845577,0557749252,mairienaujanpostiac@wanadoo.fr,http://www.naujanetpostiac.fr
33302,Néac,NEAC                                  ,,335,5,,3331,31,Lussac,,,,,,,HOTEL DE VILLE,,33500,NEAC,Monsieur,BRIFFAUT,Georges,0557510954,0557519685,communedeneac@orange.fr,
33303,Nérigean,NERIGEAN                              ,,335,5,,3316,16,Branne,,,,,,,4 LE BOURG,,33750,NERIGEAN,Monsieur,LAMAISON,Jean-Luc,0557245270,0557240448,mairiedenerigean@wanadoo.fr,
33304,Neuffons,NEUFFONS                              ,,333,3,,3332,32,Monségur,,,,,,,1 AU JAULA,,33580,NEUFFONS,Monsieur,LABORDE,Thierry,0556713223,0556713223,neuffons@wanadoo.fr,
33305,Le Nizan,LE NIZAN                              ,,333,3,,3304,04,Bazas,,,,,,,4 LIEU DIT ANDRIVET,,33430,LE NIZAN,Madame,LABROUCHE,Michelle,0556251158,0556252690,mairie.le nizan@wanadoo.fr,www.le nizan.fr
33306,Noaillac,NOAILLAC                              ,,333,3,,3338,38,Réole (La),,,,,,,HOTEL DE VILLE,,33190,NOAILLAC,Monsieur,ALAMINOS,Gilbert,0556611604,0556611735,mairie.noaillac@orange.fr,
33307,Noaillan,NOAILLAN                              ,,333,3,,3350,50,Villandraut,,,,,,,8 PLACE DU GENERAL LECLERC,,33730,NOAILLAN,Madame,HARRIBEY,Laurence,005 56 25 35 08,0556258649,mairie.noaillan@wanadoo.fr,
33308,Omet,OMET                                  ,,333,3,,3317,17,Cadillac,,,,,,,9 LIEU DIT LA BERTRANDE,,33410,OMET,Monsieur,AUDINET,Jean-Philippe,0556629754,0556769405,mairie.de.omet@wanadoo.fr,www.omet.fr
33309,Ordonnac,ORDONNAC                              ,,334,4,,3329,29,Lesparre-Médoc,,,,,,,1 PLACE DU GENERAL DE GAULLE,,33340,ORDONNAC,Monsieur,FONTAGNERES,Michel,0556090405,0556090405,mairie.ordonnac@wanadoo.fr,
33310,Origne,ORIGNE                                ,,333,3,,3345,45,Saint-Symphorien,,,,,,,22 LE BOURG,,33113,ORIGNE,Madame,MORLOT,Marie-Josée,0556257485,0556258371,communeorigne@orange.fr,
33311,Paillet,PAILLET                               ,,333,3,,3317,17,Cadillac,,,,,,,7 PLACE GAMBETTA,,33550,PAILLET,Monsieur,GAUTHIER,Jérôme,0556721457,0556721934,mairie.paillet@cc artolie.fr,www.mairie paillet.fr
33312,Parempuyre,PAREMPUYRE                            ,,332,2,,3306,06,Blanquefort,,,,,,,1 AVENUE DURAND DASSIER,,33290,PAREMPUYRE,Madame,DE FRANCOIS,Béatrice,0556955620,0556955610,ville@mairie parempuyre.fr,www.mairie parempuyre.fr
33314,Pauillac,PAUILLAC                              ,,334,4,,3333,33,Pauillac,,,,,,,1 QUAI ANTOINE FERCHAUD,,33250,PAUILLAC,Monsieur,HOURNAU,Sébastien,0556733050,0556733069,mairie@pauillac medoc.com,www.pauillac medoc.com
33315,Les Peintures,LES PEINTURES                         ,,335,5,,3322,22,Coutras,,,,,,,13 LE BOURG,,33230,LES PEINTURES,Monsieur,MESPLEDE,Jacques,0557490907,0557491397,mairiedespeintures@wanadoo.fr,
33316,Pellegrue,PELLEGRUE                             ,,333,3,,3334,34,Pellegrue,,,,,,,7 PLACE 8 MAI,,33790,PELLEGRUE,Monsieur,BLUTEAU,José,0556613021,0556613977,pellegrue mairie@wanadoo.fr,
33317,Périssac,PERISSAC                              ,,335,5,,3324,24,Fronsac,,,,,,,9 AVENUE DES ECOLES,,33240,PERISSAC,Monsieur,BARET,Jean-Pierre,0557743103,0557743103,mdperissac@free.fr,
33318,Pessac,PESSAC                                ,,332,2,,3397,97,Pessac,,,,,,,39 PLACE DE LA VE REPUBLIQUE,,33604,PESSAC CEDEX,Monsieur,BENOIT,Jean-Jacques,0557639393,0557022019,courrier@mairie pessac.fr,www.mairie pessac.fr
33319,Pessac-sur-Dordogne,PESSAC SUR DORDOGNE                   ,,335,5,,3337,37,Pujols,,,,,,,GRAND RUE,,33890,PESSAC SUR DORDOGNE,Monsieur,CAPAFONS,Francis,0557474028,0557474830,mairiepessacsurdordogne@gmail.com,
33320,Petit-Palais-et-Cornemps,PETIT PALAIS ET CORNEMPS              ,,335,5,,3331,31,Lussac,,,,,,,LE BOURG,,33570,PETIT PALAIS ET CORNEMPS,Madame,RAICHINI,Patricia,0557696203,0557697888,mairiepetitpalaisetcornemps@orange.fr,
33321,Peujard,PEUJARD                               ,,331,1,,3339,39,Saint-André-de-Cubzac,,,,,,,8 PLACE JEAN JAURES,,33240,PEUJARD,Monsieur,MABILLE,Christian,0557940220,0557940229,mairie@peujard.com,
33322,Le Pian-Médoc,LE PIAN MEDOC                         ,,332,2,,3306,06,Blanquefort,,,,,,,260 RUE PASTEUR,,33290,LE PIAN MEDOC,Monsieur,MAU,Didier,0556350235,0556358756,contact@mairie pianmedoc.fr,www.lepianmedoc.fr
33323,Le Pian-sur-Garonne,LE PIAN SUR GARONNE                   ,,333,3,,3343,43,Saint-Macaire,,,,,,,39 GRAND RUE,,33490,LE PIAN SUR GARONNE,Monsieur,BELLARD,Alain,0556764242,0556764677,mairielepiangaronne@wanadoo.fr,
33324,Pineuilh,PINEUILH                              ,,335,5,,3341,41,Sainte-Foy-la-Grande,,,,,,,67 RUE J RAYMOND GUYON,,33220,PINEUILH,Monsieur,CHALARD,Jean-Pierre,0557460307,0557462511,mairie.de.pineuilh@wanadoo.fr,www.pineuilh.com
33325,Plassac,PLASSAC                               ,,331,1,,3307,07,Blaye,,,,,,,20 RUE CHARDONNET,,33390,PLASSAC,Madame,GOUTTE,Martine,0557420705,0557422129,communedeplassac@wanadoo.fr,www.plassac.free.fr
33326,Pleine-Selve,PLEINE SELVE                          ,,331,1,,3340,40,Saint-Ciers-sur-Gironde,,,,,,,HOTEL DE VILLE,LE BOURG,33820,PLEINE SELVE,Monsieur,ROSSIGNOL,Maurice,0557326330,0557326030,mairie.pleine selve@wanadoo.fr,
33327,Podensac,PODENSAC                              ,,333,3,,3336,36,Podensac,,,,,,,11 PLACE GAMBETTA,,33720,PODENSAC,Monsieur,MATEILLE,Bernard,0556271754,0556270531,mairie@podensac.fr,www.podensac.fr
33328,Pomerol,POMEROL                               ,,335,5,,3330,30,Libourne,,,,,,,10 RUE DE TROPCHAUD,,33500,POMEROL,Monsieur,BARBEYRON,Jean-Luc,0557511294,0557518863,mairie.pomerol@wanadoo.fr,
33329,Pompéjac,POMPEJAC                              ,,333,3,,3350,50,Villandraut,,,,,,,HOTEL DE VILLE,LE BOURG,33730,POMPEJAC,Madame,DEXPERT,Isabelle,0556254949,0556254339,pompejac.mairie@wanadoo.fr,
33330,Pompignac,POMPIGNAC                             ,,332,2,,3323,23,Créon,,,,,,,23 AVENUE DE LA MAIRIE,,33370,POMPIGNAC,Monsieur,LOPEZ,Denis,0557971300,0557971309,mairie@pompignac.fr,www.pompignac.fr
33331,Pondaurat,PONDAURAT                             ,,333,3,,3303,03,Auros,,,,,,,HOTEL DE VILLE,,33190,PONDAURAT,Monsieur,ZAGHET,Francis,0676761317,0556710871,mairie.pondaurat@wanadoo.fr,
33332,Porchères,PORCHERES                             ,,335,5,,3322,22,Coutras,,,,,,,HOTEL DE VILLE,LE BOURG,33660,PORCHERES,Monsieur,BARRAU,Pierre,0557496152,0557496980,mairie porcheres@wanadoo.fr,
33333,Le Porge,LE PORGE                              ,,334,4,,3320,20,Castelnau-de-Médoc,,,,,,,1 PLACE SAINT SEURIN,,33680,LE PORGE,Monsieur,VEIGA,Jésus,0556265015,0556265921,mairie le porge@wanadoo.fr; mairie@leporge.fr,www.leporge.fr
33334,Portets,PORTETS                               ,,333,3,,3336,36,Podensac,,,,,,,11 GRAND RUE,,33640,PORTETS,Madame,THERON,Marie-France,0556671775,0556677020,contact@mairie portets.fr,www.mairie portets.fr
