TYPES_DE_PRODUITS,STATUT,AOC,RAISON_SOCIALE,ADRESSE,ADRESSE_SUITE,CODE_POSTAL,COMMUNE,TELEPHONE,SITE_WEB,MARQUES_ET_LABELS,TOURISME_ET_HANDICAP,LONGITUDE,LATITUDE
Vins,Producteur,Saint-Emilion Grand Cru,Château Gueyrosse,24 Chemin de Gueyrosse,,33500,LIBOURNE,+33 5 57 51 02 63,www.vignobles-yves-delol.fr,Vignobles et Chais en Bordelais,,-0.217474,44.897167
Vins,Producteur,Saint-Emilion Grand Cru,Château L'Epine,74 route de Saint-Emilion,,33500,LIBOURNE,+33 5 57 51 07 75,www.chateaulepine.com,Vignobles et Chais en Bordelais,,-0.2283525,44.91273
Vins,Producteur,Pomerol,Château Mazeyres,56 avenue Georges Pompidou,,33500,LIBOURNE,+33 5 57 51 00 48,www.mazeyres.com,Vignobles et Chais en Bordelais,,-0.2379091,44.93209
Vins,Producteur,Bordeaux Supérieur;Sainte-Foy Bordeaux,Château Couronneau,Couronneau,,33220,LIGUEUX,+33 5 57 41 26 55,www.chateau-couronneau.fr,Vignobles et Chais en Bordelais,,0.26414394,44.7907
Vins,Producteur,Bordeaux Supérieur;Bordeaux Clairet,Château de Parenchère,Parenchère - BP 57,,33220,LIGUEUX,+33 5 57 46 04 17,www.parenchere.com,Vignobles et Chais en Bordelais,,0.26538848,44.80206
Vins,Coopérative,Listrac-Médoc;Haut-Médoc;Moulis ou Moulis-en-Médoc,Cave de Vinification Grand Listrac,21 avenue de Soulac,,33480,LISTRAC-MEDOC,+33 5 56 58 03 19,www.cave-listrac-medoc.com,Vignobles et Chais en Bordelais,,-0.790188,45.0751
Vins,Producteur,Listrac-Médoc;Haut-Médoc,Château Cap Léon Veyrin,54 route de Donissan,,33480,LISTRAC-MEDOC,+33 5 56 58 07 28,www.vignobles-meyre.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.790188,45.0751
Vins,Producteur,Listrac-Médoc,Château Fonréaud,,,33480,LISTRAC-MEDOC,+33 5 56 58 02 43,www.chateau-fonreaud.com,Vignobles et Chais en Bordelais,,-0.796792,45.058285
Vins,Producteur,Listrac-Médoc,Château Fourcas Dupré,,,33480,LISTRAC-MEDOC,+33 5 56 58 01 07,www.fourcasdupre.com,Vignobles et Chais en Bordelais,,-0.790188,45.0751
Vins,Producteur,Listrac-Médoc,Château Lalande,15 route du Mayne de Lalande,,33480,LISTRAC-MEDOC,+33 5 56 58 19 45,http://chateaulalande.fr,Vignobles et Chais en Bordelais,,-0.790188,45.0751
Vins,Producteur,Listrac-Médoc,Château Liouner,10 route de Benon,Libardac,33480,LISTRAC-MEDOC,+33 5 56 58 05 62,www.chateauliouner.fr,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.790188,45.0751
Vins,Producteur,Listrac-Médoc,Château Mayne Lalande,7 route du Mayne,,33480,LISTRAC-MEDOC,+33 5 56 58 27 63,www.chateau-mayne-lalande.com,Vignobles et Chais en Bordelais,,-0.790188,45.0751
Vins,Producteur,Listrac-Médoc,Château Reverdi - Vignobles Thomas,11 route de Donissan,,33480,LISTRAC-MEDOC,+33 5 56 58 02 25,www.chateaureverdi.fr,Vignobles et Chais en Bordelais,,-0.790188,45.0751
Vins,Producteur,Listrac-Médoc;Moulis ou Moulis-en-Médoc,Vignobles Jander,41 avenue de Soulac,,33480,LISTRAC-MEDOC,+33 5 56 58 01 12,www.vignoble-jander.com,Vignobles et Chais en Bordelais,,-0.790188,45.0751
Vins,Producteur,Bordeaux Supérieur;Bordeaux,Château La Guillaumette,21 route de Créon,,33370,LOUPES,+33 5 56 72 48 93,www.chateau-la-guillaumette.com,Bienvenue à la Ferme;Vignobles et Chais en Bordelais,,-0.3630401,44.82654
Vins,Producteur,Loupiac;Premières Côtes de Bordeaux;Bordeaux Supérieur;Bordeaux;Bordeaux Rosé;Graves,Château Dauphiné-Rondillon,,,33410,LOUPIAC,+33 5 56 62 61 75,www.vignoblesdarriet.fr,Vignobles et Chais en Bordelais,,-0.276075,44.6385
Vins,Producteur,Loupiac;Bordeaux;Bordeaux Rosé;Premières Côtes de Bordeaux;Graves,Château du Cros,,,33410,LOUPIAC,+33 5 56 62 99 31,www.chateauducros.com,Vignobles et Chais en Bordelais,,-0.2992811,44.61063
Vins,Producteur,Loupiac;Premières Côtes de Bordeaux;Bordeaux Rosé;Bordeaux;Bordeaux Supérieur,Château Grand Peyruchet,1 les Plainiers,,33410,LOUPIAC,+33 5 56 62 62 71,www.chateau-peyruchet.com,Vignobles et Chais en Bordelais,,-0.287065,44.63253
Vins,Producteur,Loupiac;Cadillac;Bordeaux Clairet;Bordeaux;Bordeaux Supérieur;Crémant de Bordeaux;Graves;Saint-Emilion,Château Le Portail Rouge,5 Portail Rouge,,33410,LOUPIAC,+33 5 56 62 93 82,www.chateauleportailrouge.com,Vignobles et Chais en Bordelais,,-0.305419,44.629715
Vins,Producteur,Loupiac;Bordeaux;Bordeaux Rosé,Clos Jean,Vignobles Bord Lionel et Nelly,,33410,LOUPIAC,+33 5 56 62 99 83,www.vignoblesbord.fr,Vignobles et Chais en Bordelais,,-0.287441,44.627785
Vins,Producteur,Haut-Médoc,Château d'Agassac,15 rue du Château d'Agassac,,33290,LUDON-MEDOC,+33 5 57 88 15 47,www.agassac.com,Vignobles et Chais en Bordelais,,-0.596214,44.96981
Vins,Producteur,Haut-Médoc,Château Paloumey,50 rue Pouge de Beau,,33290,LUDON-MEDOC,+33 5 57 88 00 66,www.chateaupaloumey.com,Vignobles et Chais en Bordelais,,-0.6310864,44.984577
Vins,Producteur,Bordeaux Rosé;Bordeaux Supérieur;Bordeaux,Château Roquefort,Roquefort,,33760,LUGASSON,+33 5 56 23 97 48,www.chateau-roquefort.com,Vignobles et Chais en Bordelais,,-0.1705884,44.751366
Vins,Producteur,Bordeaux Supérieur;Bordeaux Rosé;Crémant de Bordeaux,Château de Blassan,3 Blassan,,33240,LUGON-ET-L'ILE-DU-CARNAY,+33 6 80 65 43 44,,Vignobles et Chais en Bordelais,,-0.355492,44.965843
Vins,Producteur,Bordeaux;Bordeaux Supérieur;Bordeaux Rosé;Crémant de Bordeaux,Château La Grande Chapelle,La Grande Chapelle,,33240,LUGON-ET-L'ILE-DU-CARNAY,+33 5 57 84 41 52,,Vignobles et Chais en Bordelais,,-0.3822684,44.94259
Vins,Coopérative,Canon-Fronsac;Fronsac;Bordeaux Supérieur;Bordeaux;Bordeaux Rosé;Crémant de Bordeaux,Union de Producteurs de Lugon,6 rue Louis Pasteur,,33240,LUGON-ET-L'ILE-DU-CARNAY,+33 5 57 55 00 88,www.cavedelugon.com;www.instantsdelugon.fr,Vignobles et Chais en Bordelais,,-0.3390955,44.958725
Vins,Producteur,Lussac-Saint-Emilion;Montagne-Saint-Emilion;Pomerol,Château Chéreau,8 Chéreau,,33570,LUSSAC,+33 5 57 74 50 76,www.vente-vin-bordeaux.com;www.vignobles-silvestrini.com,Vignobles et Chais en Bordelais,Handicap mental;Handicap visuel,-0.1123094,44.950798
Vins,Producteur,Lussac-Saint-Emilion;Pomerol;Saint-Emilion Grand Cru,Château de Lussac,15 rue Lincent,,33570,LUSSAC,+33 5 57 74 56 58,www.chateaudelussac.com,Vignobles et Chais en Bordelais,,-0.0948643,44.950344
Vins,Producteur,Lussac-Saint-Emilion,Château Haut Jamard,Lieu dit Jamard,,33570,LUSSAC,+33 5 57 74 51 28,www.vignobles-charpentier.com,Vignobles et Chais en Bordelais,,-0.0896823,44.969215
Vins,Producteur,Lussac-Saint-Emilion;Lalande-de-Pomerol;Montagne-Saint-Emilion,Château Haut Piquat,2 Le Piquat,,33570,LUSSAC,+33 6 86 69 21 70,,Vignobles et Chais en Bordelais,,-0.1023316,44.948353
Vins,Producteur,Lussac-Saint-Emilion;Bordeaux Clairet;Bordeaux,Château Mayne Blanc,,,33570,LUSSAC,+33 5 57 74 60 56,www.chateaumayneblanc.fr,Vignobles et Chais en Bordelais,,-0.0921821,44.978825
Vins,Producteur,Haut-Médoc,Château Cambon La Pelouse,5 chemin de Canteloup,,33460,MACAU,+33 5 57 88 40 32,www.cambon-la-pelouse.com,Vignobles et Chais en Bordelais,,-0.631145,45.00017
Vins,Producteur,,Château Croix Grand Barail,1 le Grand Barrail,,33230,MARANSIN,+33 5 57 49 40 37,http://croixgrandbarail.jimdo.com,Vignobles et Chais en Bordelais,,-0.2530288,45.100002
Vins,Producteur,Bordeaux Clairet;Bordeaux Rosé;Bordeaux,Château Maison Noble,Maison Noble,,33230,MARANSIN,+33 9 53 25 44 35,www.chateau-maisonnoble.com,Vignobles et Chais en Bordelais,,-0.223002,45.07168
Vins,Producteur,Blaye Côtes de Bordeaux;Côtes de Blaye;Bordeaux Rosé;Crémant de Bordeaux;Fine Bordeaux,Domaine de La Nouzillette,5 Le Moulin Borgne,,33620,MARCENAIS,+33 5 57 68 70 25,,Vignobles et Chais en Bordelais,,-0.3385162,45.05897
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux;Bordeaux Rosé;Crémant de Bordeaux,Château Siffle Merle,1 Le Merle,,33860,MARCILLAC,+33 5 57 32 41 34,www.chateau-siffle-merle.com,Vignobles et Chais en Bordelais,,-0.513583,45.265392
Vins,Producteur,Blaye Côtes de Bordeaux,Domaine de Tout l'Y Faut,5 Lardière,,33860,MARCILLAC,+33 5 57 32 48 30,www.blaye-asperges-vins.com,Bienvenue à la Ferme;Vignobles et Chais en Bordelais,Handicap mental;Handicap moteur;Handicap visuel,-0.4958438,45.268936
Vins,Coopérative,Blaye Côtes de Bordeaux;Bordeaux;Bordeaux Clairet;Blaye;Bordeaux Rosé;Bordeaux Supérieur;Côtes de Bourg;Crémant de Bordeaux,Vignerons de Tutiac,La Cafourche,,33860,MARCILLAC,+33 5 57 32 55 35,www.tutiac.com,Vignobles et Chais en Bordelais,,-0.5177307,45.26933
Vins,Producteur,Margaux;Haut-Médoc,Château Labégorce,,,33460,MARGAUX,+33 5 57 88 71 32,www.chateau-labegorce.fr,Vignobles et Chais en Bordelais,,-0.687489,45.050133
Vins,Producteur,Margaux,Château Lascombes,1 cours de Verdun,,33460,MARGAUX,+33 5 57 88 70 66,www.chateau-lascombes.com,Vignobles et Chais en Bordelais,,-0.676127,45.041103
Vins,Producteur,Margaux;Bordeaux,Château Pontac-Lynch,28 route du Port d'Issan,,33460,MARGAUX,+33 5 57 88 30 04,www.chateau-pontaclynch.com,Vignobles et Chais en Bordelais,,-0.6621891,45.03936
Vins,Producteur,Margaux,Château Rauzan-Gassies,1 rue Alexis Millardet,,33460,MARGAUX,+33 5 57 88 71 88,www.rauzangassies.fr,Vignobles et Chais en Bordelais,,-0.676127,45.041103
Vins,Producteur,Margaux,Clos des Quatre Vents,Domaine de Campion,BP 33,33460,MARGAUX,+33 5 56 58 97 90,www.luc-thienpont.com,Vignobles et Chais en Bordelais,,-0.6766676,45.051167
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,Château Pierrail,,,33220,MARGUERON,+33 5 57 41 21 75,www.chateau-pierrail.fr,Vignobles et Chais en Bordelais,,0.271461,44.771538
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,Château des Nauves,13 chemin des Nauves,La Croix de Merlet,33620,MARSAS,+33 5 57 68 71 35,www.vignoblesrouturier.com,Vignobles et Chais en Bordelais,,-0.356472,45.041924
Vins,Producteur,Pessac-Léognan,Château Ferran,,,33650,MARTILLAC,+33 9 77 64 23 11,www.chateauferran.com,Vignobles et Chais en Bordelais,,-0.529833,44.71536
Vins,Producteur,Pessac-Léognan,Château Latour-Martillac,Chemin de La Tour,,33650,MARTILLAC,+33 5 57 97 71 11,www.latourmartillac.com,Vignobles et Chais en Bordelais,,-0.53913,44.710285
Vins,Producteur,Pessac-Léognan,Château Smith Haut Lafitte,,,33650,MARTILLAC,+33 5 57 83 11 22,www.smith-haut-lafitte.com,Vignobles et Chais en Bordelais,,-0.560423,44.73068
Vins,Producteur,Entre-deux-Mers;Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,Château Gaury Balette,2 Balette,,33540,MAURIAC,+33 5 57 40 52 82,www.vignobles-yon.com,Bienvenue à la Ferme;Vignobles et Chais en Bordelais,,-0.019282,44.758896
Vins,Producteur,Graves,Château Caillivet,,,33210,MAZERES,+33 5 56 76 23 19,www.chateaucaillivet.com,Vignobles et Chais en Bordelais,,-0.26357,44.50565
Vins,Producteur,Graves,Chateau du Haut Maray,1 lieu dit Cadillac,,33210,MAZERES,+33 5 56 76 83 33,,Vignobles et Chais en Bordelais,,-0.265517,44.50801
Vins,Producteur,Graves,Château Roquetaillade La Grange,,,33210,MAZERES,+33 5 56 76 14 23,,Vignobles et Chais en Bordelais,,-0.26447,44.493717
Vins,Producteur,Graves,Domaines Latrille Bonnin,,,33210,MAZERES,+33 5 56 63 41 70,www.bonnin-latrille.com,Vignobles et Chais en Bordelais,,-0.254893,44.52456
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux Rosé,Château Cailleteau Bergeron,24 Bergeron,,33390,MAZION,+33 5 57 42 11 10,www.cailleteau-bergeron.com,Vignobles et Chais en Bordelais,,-0.615494,45.161957
Vins,Producteur,Pessac-Léognan,Château Luchey-Halde,17 avenue du Maréchal Joffre,,33700,MERIGNAC,+33 5 56 45 97 19,www.luchey-halde.com,Vignobles et Chais en Bordelais,,-0.629062,44.82184
Vins,Producteur,Saint-Georges-Saint-Emilion,Château Belair Saint-Georges,Saint-Georges,,33570,MONTAGNE,+33 5 57 74 65 40,,Vignobles et Chais en Bordelais,,-0.1503753,44.927044
Vins,Producteur,Montagne-Saint-Emilion,Château Calon,,,33570,MONTAGNE,+33 5 57 51 64 88,www.vin-boidron.com,Vignobles et Chais en Bordelais,,-0.13278,44.94129
Vins,Producteur,Montagne-Saint-Emilion;Saint-Emilion Grand Cru;Saint-Emilion,Château Enclos de Bayard,6 Bayard,,33570,MONTAGNE,+33 5 57 74 62 33,www.scegouze.fr,Vignobles et Chais en Bordelais,,-0.12871,44.929893
Vins,Producteur,Montagne-Saint-Emilion,Château Haut Bertin,,,33570,MONTAGNE,+33 5 57 74 64 99,,Vignobles et Chais en Bordelais,,-0.13837,44.93417
Vins,Producteur,Montagne-Saint-Emilion,Château Lys de Maisonneuve,,,33570,MONTAGNE,+33 5 57 24 95 62,www.vignobles-rospars.com,Vignobles et Chais en Bordelais,,-0.1126098,44.910175
Vins,Producteur,Saint-Georges-Saint-Emilion,Château Saint-Georges,,,33570,MONTAGNE,+33 5 57 74 62 11,www.chateau-saint-georges.com,Vignobles et Chais en Bordelais,,-0.1334023,44.926254
Vins,Producteur,Montagne-Saint-Emilion,Vignobles Lamarque - Château Puynormond,Lieu-dit Puynormond,,33570,MONTAGNE,+33 5 57 74 66 69,www.chateau-puynormond.com,Vignobles et Chais en Bordelais,,-0.094285,44.914734
Vins,Producteur,Bordeaux;Bordeaux Rosé;Bordeaux Supérieur,Château Lavergne Dulong,23 route du Courneau,,33450,MONTUSSAN,+33 5 56 72 19 52,www.chateau-lavergne-dulong.com,Vignobles et Chais en Bordelais,,-0.4382744,44.876644
Vins,Producteur,Bordeaux Supérieur;Bordeaux Rosé;Bordeaux Clairet,Château Les Bouygues,13 route des Bouygues,,33350,MOULIETS-ET-VILLEMARTIN,+33 5 57 40 79 62,,Vignobles et Chais en Bordelais,,-0.0042801,44.81403
Vins,Producteur,Moulis ou Moulis-en-Médoc,Château Anthonic,Route du Maliney,,33480,MOULIS-EN-MEDOC,+33 5 56 58 34 60,www.chateauanthonic.com,Vignobles et Chais en Bordelais,,-0.770533,45.0594
Vins,Producteur,Moulis ou Moulis-en-Médoc,Château Dutruch Grand Poujeaux,10 rue de la Forge,,33480,MOULIS-EN-MEDOC,+33 5 56 58 02 55,www.chateaudutruchgrandpoujeaux.com;www.chateaudutruch.com,Vignobles et Chais en Bordelais,,-0.746212,45.077763
Vins,Producteur,Moulis ou Moulis-en-Médoc,Château Granins Grand Poujeaux,18 chemin de l'ancienne école,Grand-Poujeaux,33480,MOULIS-EN-MEDOC,+33 5 56 58 05 82,www.chateau-granins.fr,Vignobles et Chais en Bordelais,,-0.744089,45.077747
Vins,Producteur,Moulis ou Moulis-en-Médoc,Château Maucaillou - Les Notables de Maucaillou,,,33480,MOULIS-EN-MEDOC,+33 5 56 58 01 23,www.maucaillou.com,Vignobles et Chais en Bordelais,,-0.744788,45.085705
Vins,Producteur,Moulis ou Moulis-en-Médoc;Bordeaux Rosé,Châteaux Lalaudey et Pomeys,Route de Pomeys,,33480,MOULIS-EN-MEDOC,+33 5 57 88 57 57,www.chateau-lalaudey.fr,Vignobles et Chais en Bordelais,,-0.803976,45.042736
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Clairet,Château La Salargue,La Salargue,,33420,MOULON,+33 5 57 24 48 44,www.la-salargue.com,Vignobles et Chais en Bordelais,,-0.231609,44.891464
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Crémant de Bordeaux;Entre-deux-Mers,Château Montlau,,,33420,MOULON,+33 5 57 84 50 71,www.chateau-montlau.com,Vignobles et Chais en Bordelais,,-0.204813,44.839546
Vins,Producteur,Lalande-de-Pomerol,Château Belles-Graves,1 allée de Belles-Graves,,33500,NEAC,+33 5 57 51 09 61,www.belles-graves.com,Vignobles et Chais en Bordelais,,-0.191574,44.940258
Vins,Producteur,Lalande-de-Pomerol;Saint-Emilion,Château Haut Chaigneau,Lieu dit Chagnau,,33500,NEAC,+33 5 57 51 31 31,www.vignobleschatonnet.com,Vignobles et Chais en Bordelais,,-0.1595163,44.9419
Vins,Producteur,Lalande-de-Pomerol;Pomerol;Montagne-Saint-Emilion;Bordeaux Rosé;Bordeaux Supérieur,Château Haut Chatain,,,33500,NEAC,+33 5 57 25 98 48,www.chateau-haut-chatain.com,Vignobles et Chais en Bordelais,,-0.170331,44.93883
Vins,Producteur,Lalande-de-Pomerol;Montagne-Saint-Emilion,Château Moncets,1 lieu dit Roussillon,,33500,NEAC,+33 5 57 51 19 33,www.moncets.com,Vignobles et Chais en Bordelais,,-0.1816606,44.936203
Vins,Producteur,Lalande-de-Pomerol;Pomerol;Saint-Emilion Grand Cru,Château Siaurac,Lieu dit Ciorac,,33500,NEAC,+33 5 57 51 65 20,www.chateausiaurac.com,Vignobles et Chais en Bordelais,,-0.1729488,44.941414
Vins,Producteur,Lalande-de-Pomerol;Montagne-Saint-Emilion;Bordeaux,Château Yveline,Bertineau,,33500,NEAC,+33 5 57 51 62 40,www.chateau-yvelyne.fr,Vignobles et Chais en Bordelais,,-0.1599454,44.948643
Vins,Producteur,Lalande-de-Pomerol;Pomerol;Montagne-Saint-Emilion,Domaine du Grand Ormeau,1 les Cruzelles,,33500,NEAC,+33 5 57 51 40 43,www.domaine-grand-ormeau.com,Vignobles et Chais en Bordelais,,-0.1922607,44.948765
Vins,Producteur,Cadillac;Premières Côtes de Bordeaux;Loupiac;Bordeaux;Bordeaux Rosé;Bordeaux Supérieur,Château La Bertrande,,,33410,OMET,+33 5 56 62 19 64,www.chateau-la-bertrande.com,Vignobles et Chais en Bordelais,,-0.2868461,44.652657
Vins,Producteur,Médoc,Château Taffard de Blaignan,10 route de Hontane,,33340,ORDONNAC,+33 5 56 09 00 00,www.taffarddeblaignan.com,Vignobles et Chais en Bordelais,,-0.836509,45.307434
Vins,Coopérative,Médoc,Les Vignerons d'Uni-Médoc / Cave du Pavillon de Bellevue,Plautignan,1 route de Peyressan,33340,ORDONNAC-PONTENSAC,+33 5 56 09 04 13,www.unimedoc.com,Vignobles et Chais en Bordelais,,-0.975818,45.362976
Vins,Producteur,Pauillac,Château Béhéré,13 rue Paul Doumer,,33250,PAUILLAC,+33 5 56 59 11 19,www.chateaubehere.com,Vignobles et Chais en Bordelais,,-0.7668435,45.213894
Vins,Producteur,Pauillac,Château Fonbadet,,,33250,PAUILLAC,+33 5 56 59 02 11,www.chateaufonbadet.com,Vignobles et Chais en Bordelais,,-0.7466518,45.19892
Vins,Producteur,Pauillac,Château Gaudin,Saint-Lambert,8 route des Châteaux,33250,PAUILLAC,+33 5 56 59 24 39,www.chateaugaudin.fr,Vignobles et Chais en Bordelais,,-0.751923,45.180588
Vins,Producteur,Pauillac,Château Pédesclaux,Padarnac,,33250,PAUILLAC,+33 5 57 73 64 64,www.chateau-pedesclaux.com,Vignobles et Chais en Bordelais,,-0.7569408,45.212006
Vins,Coopérative,Pauillac,Groupement de producteurs La Rose Pauillac,44 rue du Maréchal Joffre,,33250,PAUILLAC,+33 5 56 59 26 00,www.la-rose-pauillac.com,Vignobles et Chais en Bordelais,,-0.752424,45.2027
Vins,Producteur,Pauillac,L'Harmonie de Fonbadet,Château Fonbadet,,33250,PAUILLAC,+33 5 56 59 02 11,www.chateaufonbadet.com,Vignobles et Chais en Bordelais,,-0.752664,45.182392
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,Château de Lugagnac,Lugagnac,,33790,PELLEGRUE,+33 5 56 61 30 60,www.chateaudelugagnac.com,Vignobles et Chais en Bordelais,,0.067775,44.733356
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé,Domaine de la Chataignière,1 Les Grandes Terres,,33240,PERISSAC,+33 6 85 52 26 88,www.domaine-chataigniere.fr,Vignobles et Chais en Bordelais,,-0.306673,45.01207
Vins,Producteur,Pessac-Léognan;Graves,Château Pape Clément,216 avenue du Dr Nancel Pénard,,33600,PESSAC,+33 5 57 26 38 34,www.pape-clement.com;www.luxurywinetourism.fr,Vignobles et Chais en Bordelais,,-0.647707,44.80597
Vins,Producteur,Sainte-Foy Bordeaux,Château Carbonneau,,,33890,PESSAC-SUR-DORDOGNE,+33 5 57 47 46 46,www.chateau-carbonneau.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,0.071972,44.801697
Vins,Producteur,Bordeaux;Bordeaux Clairet;Sainte-Foy Bordeaux;Saint-Emilion,Château Petit Montibeau,Moulin de Moustelat,,33890,PESSAC-SUR-DORDOGNE,+33 5 57 47 46 77,www.moulin-de-moustelat.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,0.0948949,44.811222
Vins,Producteur,Bordeaux Supérieur;Bordeaux,Château Vieux Mougnac,,,33570,PETIT-PALAIS-ET-CORNEMPS,+33 5 57 69 72 85,www.vieuxmougnac.com,Vignobles et Chais en Bordelais,,-0.06096,44.9724
Vins,Producteur,Sainte-Foy Bordeaux;Bordeaux,Château de Vacques,8 rue de la Commanderie,,33220,PINEUILH,+33 5 57 46 15 01,,Vignobles et Chais en Bordelais,,0.23672103,44.82002
Vins,Producteur,Sainte-Foy Bordeaux,Château Le Pré de la Lande,2 lieu dit La Rayre,,33220,PINEUILH,+33 5 57 41 36 20,www.lepredelalande.com,Vignobles et Chais en Bordelais,,0.231185,44.80046
Vins,Producteur,Sainte-Foy Bordeaux,Château l'Enclos,3 route de Bergerac,,33220,PINEUILH,+33 5 57 46 55 95,www.chateaulenclos.fr,Vignobles et Chais en Bordelais,,0.23312687,44.8388
Vins,Producteur,Blaye Côtes de Bordeaux,Château Chante Alouette,1 allée de Chante-Alouette,,33390,PLASSAC,+33 5 57 42 16 38,www.chante-alouette.fr,Vignobles et Chais en Bordelais,,-0.619807,45.104286
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux Rosé,Château Monconseil,44 route des Côteaux,,33390,PLASSAC,+33 5 57 42 16 61,www.chateaumonconseil.com,Vignobles et Chais en Bordelais,,-0.623227,45.097343
Vins,Producteur,Blaye Côtes de Bordeaux;Blaye,Château Monconseil-Gazin,15 route de Compostelle,,33390,PLASSAC,+33 5 57 42 16 63,www.monconseilgazin.com,Vignobles et Chais en Bordelais,,-0.623227,45.097343
Vins,Producteur,Graves,Château de Chantegrive,,,33720,PODENSAC,+33 5 56 27 17 38,www.chantegrive.com,Vignobles et Chais en Bordelais,,-0.369335,44.651276
Vins,Producteur,Cérons;Graves;Graves Supérieures;Bordeaux Rosé;Crémant de Bordeaux,Clos Graoueres,RN 113,,33720,PODENSAC,+33 5 56 27 16 80,,Vignobles et Chais en Bordelais,,-0.359336,44.65295
Vins,Groupements de producteur,Graves;Graves Supérieures;Pessac-Léognan,Maison des Vins de Graves,61 cours du Maréchal Foch,,33720,PODENSAC,+33 5 56 27 09 25,www.vins-graves.com,Vignobles et Chais en Bordelais,,-0.361513,44.654007
Vins,Producteur,,Château Beauregard,,,33500,POMEROL,+33 5 57 51 13 36,www.chateau-beauregard.com,Vignobles et Chais en Bordelais,,-0.201489,44.928577
Vins,Producteur,Pomerol,Château Bellegrave,Lieu-dit René,,33500,POMEROL,+33 5 57 51 20 47,www.chateaubellegravepomerol.com,Vignobles et Chais en Bordelais,,-0.219727,44.98617
Vins,Producteur,Pomerol,Château Grange-Neuve,33 chemin des Ormeaux,,33500,POMEROL,+33 5 57 51 23 03,,Vignobles et Chais en Bordelais,,-0.2005,44.957024
Vins,Producteur,Pomerol,Château La Croix Taillefer,56 route de Périgueux,,33500,POMEROL,+33 5 57 51 26 35,,Vignobles et Chais en Bordelais,,-0.211143,44.94196
Vins,Producteur,Pomerol,Château Petit-Village,,,33500,POMEROL,+33 5 57 57 21 08,www.petit-village.com,Vignobles et Chais en Bordelais,,-0.2005,44.931023
Vins,Producteur,Pomerol,Château Thibeaud-Maillet,22 chemin de Maillet,,33500,POMEROL,+33 5 57 51 82 68,,Vignobles et Chais en Bordelais,,-0.18563,44.928303
Vins,Producteur,Pomerol;Lalande-de-Pomerol,Château Vieux Maillet,16 chemin de Maillet,,33500,POMEROL,+33 5 57 74 56 80,www.chateauvieuxmaillet.com,Vignobles et Chais en Bordelais,,-0.1848131,44.928932
Vins,Producteur,Pomerol,Clos Beauregard,,,33500,POMEROL,+33 5 57 74 18 44,www.vignobles-moueix.com,Vignobles et Chais en Bordelais,,-0.201489,44.928577
Vins,Producteur,Bordeaux Supérieur;Bordeaux,Château Beaulé,21 chemin des Carmes,,33370,POMPIGNAC,+33 5 56 72 48 93,www.chateau-la-guillaumette.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.41765,44.85155
Vins,Producteur,Entre-deux-Mers;Premières Côtes de Bordeaux;Bordeaux Supérieur;Bordeaux;Bordeaux Rosé;Bordeaux Clairet,Château Queyssard,17 avenue du Périgord,,33370,POMPIGNAC,+33 5 57 34 11 38,www.vignobles-masse.com,Bienvenue à la Ferme;Vignobles et Chais en Bordelais,,-0.468073,44.865646
Vins,Producteur,Bordeaux;Bordeaux Supérieur,Château Belle Source,4 Larret,,33660,PORCHERES,+33 5 57 49 61 25,www.domainebellesource.com,Vignobles et Chais en Bordelais,,0.00429153,45.034443
Vins,Producteur,Graves,Château Cabannieux,44 route du Courneau,,33640,PORTETS,+33 5 56 67 22 01,www.chateau-cabannieux.com,Vignobles et Chais en Bordelais,,-0.433677,44.679123
Vins,Producteur,Graves,Château Cheret-Pitres,1 chemin de Pitres,,33640,PORTETS,+33 5 56 67 27 76,http://chateau-cheret-pitres.jimdo.com,Vignobles et Chais en Bordelais,,-0.3997993,44.700607
Vins,Producteur,Graves,Château de Beau-Site,35 route de Mathas,,33640,PORTETS,+33 5 56 67 18 15,www.chateaudebeausite.fr,Vignobles et Chais en Bordelais,,-0.405503,44.682915
Vins,Producteur,Graves,Château de Mongenan,16 rue de Mongenan,,33640,PORTETS,+33 5 56 67 18 11,www.chateaudemongenan.com,Vignobles et Chais en Bordelais,,-0.4310629,44.69485
Vins,Producteur,Graves,Château de Portets,1 rue Baron de Gascq,,33640,PORTETS,+33 5 56 67 12 30,www.chateaudeportets.com,Vignobles et Chais en Bordelais,,-0.42899,44.69776
