Sapi_Type,EPN/PAPI,Code,Pays,CDC,Population 1999,Code Insee Commune,Commune,Nom de la structure,Adresse accueil public,CP,CEDEX,Tel,adresse administrative,Fonction du responsable de la structure,Mél principal (adresse diffusable au près du public),Site Web,Fonction du Contact N°1,Grade N°1,Mél du contact N°1 (non diffusé),Tps travail hebdo N°1 (en heures),% tps consacré à accès internet N°1,Age N°1,Contrat N°1,Niveau formation N°1,Domaine formation N°1,Form. Qualif. N°1,Nom Contact N°2,Fonction Contact N°2,Grade N°2,Mél contact N°2,Tps hebdo N°2,% tps internet N°2,Age N°2,Contrat N°2,Niveau formation N°2,Domaine formation N°2,Form. Qualif. N°2, ,Nom Contact N°3,Fonction Contact N°3,Grade N°3,Mél contact N°3,Tps hebdo N°3,% tps internet N°3,Age N°3,Contrat N°3,Niveau formation N°3,Domaine formation N°3,Form. Qualif. N°3,,Horaires détaillés d'ouverture de l'accès internet,internet réservé inscrits ou adhérents,Coût de l'adhésion ou inscription annuelle,Accès libre à Internet Gratuit ou payant ?,Tarif horaire internet,HypNbH,Nbre heures ouverture hebdo,ouvert Soir,ouvert WE,HypCapa,HypNbPC,Nbre PC,Nbre postes Internet,implantation postes,Nbre professionnels Internet,Effectif total,Nbre bénévoles,Année ouverture SAPI,Nombre d'années SAPI, ,Nbre inscrits SAPI,Nbre visites/an,Nbre visiteurs/jour,Enfants (moins de 11 ans),Juniors (12-17 ans),Adultes (18-60 ans),Seniors (+ de 60 ans), ,Accès Libre,Initiation internet,Conseils équipement,e-administration,création artistique,Messagerie,Chat,Téléchargement,pages web,Animations,OPAC,Sélection sites, ,Emploi,Scolaires,Séniors,Assos,handicap,Touristes,Entreprises,,Type structure portage,Typologie DLL-ADBDP,"Si bibliothèque, le Prêt est informatisé",Labels,Affiliation à des réseaux associatifs régionaux ou nationaux,"Divers : Autres activités, projets ...",Nom personne répondant,Mél. Personne répondant, ,Médiacité 2004,BDP 2007,DUI 2007,ARPEL 2008,AECOM 2007,Cyber-base,ECM,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,473A,7-Haute Gironde,Saint-Savin,,473,Saint-Savin,Bibliothèque municipale,20 rue Jacques Vergeron,33920,,05 57 58 95 09,,,biblio.st.savin@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Ouvert WE,15,1,1,1 ou 2,,1,,2,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Oui,Oui,,,,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,233A,7-Haute Gironde,Saint-Savin,,233,Laruscade,Bibliothèque municipale,106 le Bourg,33620,,05 57 68 67 18,,adjoint à la culture,mairie-laruscade.fr,,Elu,,,35h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non,,gratuit,,16,16,,,16,1,1,,,0,,,,1 à 2 ans,,,,,,,oui,,,,,,,,,,,,,,,,,,,,,,,,Associative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,382A,7-Haute Gironde,Saint-Savin,,382,Saint-Christoly-de-Blaye,Bibliothèque associative,,33920,,,,,,,,,verofillon@free.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Associative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,301A,8-Libournais,Brannais,505,301,Naujan-et-Postiac,Bibliotheque municipale,,33240,,,,,bibliothequenaujan@yahoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,219A,8-Libournais,Canton de Fronsac,,219,La Lande-de-Fronsac,Bibliothèque municipale Michel Iturria,169 route des Templiers,33240,,05 57 58 12 43,"Mairie, 165 route des Templiers",Agent d'animation,bibliothequemicheliturria@orange.fr,,,Agent d'animation ,,35,"40,00%",40,Contractuel,Bac+2,Scientifique,"informatique, bibliothéconomie",,,,,,,,,,,,,,,,,,,,,,,,,Du Lundi au jeudi :13h30-18h,0,5 à 8 €,Gratuit,,18,18,,,54,3,3,3 à 5,postes dispersés,,1,,,2 à 5 ans,,,,moins de 10,oui,,Oui,,,Oui,,,Oui,,Oui,,Oui,,,,,,Oui,Oui,,,,,,,Municipale,,,,,Informatisation du prêt en 2010,Nadine Brocher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,393B,8-Libournais,Canton de Guîtres,,393,Saint-Denis-de-Pile,PRIJ intercommunal – Bibliothèque,Place de Verdun,33910,,05 57 55 44 20,,,bibliotheque@mairie-stdenisdepile.fr,,,,prij.saintdenisdepile@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,27,27,,Ouvert WE,54,2,1,1 ou 2,,2,,1,,5 ans et +,,,,,,Oui,,,,Oui,Oui,,,,,,,,,,,,Oui,Oui,Oui,,Oui,Oui,,,Intercommunale,,,,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,393A,8-Libournais,Canton de Guîtres,,393,Saint-Denis-de-Pile,Bibliothèque municipale,Place de Verdun,33910,,05.57.55.19.45,,Adjoint du Patrimoine,bibliotheque@mairie-saintdenisdepile.fr,www.mairie-saintdenisdepile.fr,,Adjoint du Patrimoine,,35,,39,FPT,Bac,Littéraire,,Françoise Burneau,,Adjoint du patrimoine,,35,,33,FPT,Brevet,Gestion,,,,,,,,,,,,,,,Mardi/mercredi/jeudi/vendredi : 14h30–18h Mercredi : 9h–12h30 Samedi :10h–12h/14h–16h30,0,0e,Gratuit,,22,22,,Ouvert WE,44,2,2,1 ou 2,espace multimédia,,2,,2006,2 à 5 ans,,49,285,moins de 10,,Oui,Oui,,,Oui,,,Oui,Oui,Oui,,Oui,,,,,,Oui,Oui,Oui,Oui,,,,,Municipale,B3,,,,,Olivia Cessac,,,,0,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,, b_nèçà_ç)=)=
Jeunesse,PAPI,198A,8-Libournais,Canton de Guîtres,,198,Guîtres,PRIJ,1 rue Notre Dame,33230,,05 57 69 27 70,,,prijguitres@cc-canton-guitres.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi/mercredi/vendredi : 14h-19h Mardi/jeudi : 10h-12h/14h-19H,,,Gratuit,,29,29,,,145,5,5,3 à 5,,2,,,,2 à 5 ans,,,,,,,,,,Oui,Oui,Oui,Oui,,,,,,,,,,Oui,Oui,Oui,,,,,,Intercommunale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,186A,8-Libournais,Castillon - Pujols,800,186,Gensac,Médiathèque,rue fromagère,33890,,05.57.47.49.19,,"Adjoint de patrimoine, responsable de la médiathèque",mediatheque.gensac@wanadoo.fr,www.gensac.free.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,26,26,,,52,2,2,1 ou 2,postes dispersés,,1,,,2 à 5 ans,,400,,moins de 10,,Oui,Oui,,,,Oui,,,,Oui,,,,Oui,Oui,,,,,,,,,,,Municipale,B1,Oui,,,,,,,,BDP 2007,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,108A,8-Libournais,Castillon - Pujols,,108,Castillon-la-Bataille,Médiathèque municipale,4 Esplanade Marcel Jouanno,33350,,05 57 56 40 30,,,medcasbat@orange.fr,,,,mediathequecastillonlabataille@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8 à 16 € (Habitants) 10 à 32 € (hors commune),Gratuit,,20,20,,,60,3,3,3 à 5,,1,4,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,Oui,Oui,,,,Oui,,,Municipale,,,,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,485A,8-Libournais,Castillon - Pujols,,485,Sainte-Terre,Bibliothèque municipale,"12, av Charles de Gaulle",33350,,05 57 47 15 93,,,bibliosainteterre@wanadoo.fr,,,,otsainteterre@aliceadsl.fr ,"17,5",,,CAE,,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,"mardi, jeudi, vend : 16-17, merc : 14-18, sam : 10-12",oui,,payant,1 à 2€,11,11,,Ouvert WE,44,4,,3 à 5,,,,,,2 à 5 ans,,,,moins de 10,,Oui,Oui,,,Oui,Oui,,,,,,,,,,,,,,,Oui,,,,,municipale,,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,243A,8-Libournais,Libournais,,243,Libourne,Médiathèque Condorcet – Cyber-base,Place des Récollets,33500,,05 57 55 57 42,,Conservateur de la Médiathèque,mediatheque@mairie-libourne.fr,libourne.cyber-base.org,Animateur,Animateur,libourne@cyber-base.org,34,100,35,,,,,Mr Foucard, Responsable service informatique (chef de projet),,,,,,,,,,,,,,,,,,,,,,,Mardi 12h30-16h30 Mercredi 14h-17h Vendredi 10h-11h45/16h-18h Samedi 13h-16h (+ Ateliers groupe mercredi et jeudi 10h00-11h45),1,"15,5 € à 52,5 €",Payant,2 à 3€,22,22,,Ouvert WE,132,6,6,6 à 10,,1,,,2004,2 à 5 ans,,300,2500,,,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,,Oui,Oui,Oui,Oui,,Oui,,,Municipale,,,Cyberbase,,,Jérôme MAURY ,,,,,DUI 2007,,AECOM 2007,Cyber-base,,,Net Public,,,,,,,,,,,,,,,,,,,
Informatique,EPN,243D,8-Libournais,Libournais,,243,Libourne,Association Multimicro,Résidence Les Vieux Tilleuls – Bat. C,33500,,05 57 51 80 36,,Président,contact@multimicro.org,www.multimicro.org,Secrétaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,15,,,,120,8,8,6 à 10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Associative,,,,,,,,,,,DUI 2007,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,243B,8-Libournais,Libournais,,243,Libourne,ARLEP (Atelier Régional Libournais d'Education Populaire),13-15 rue Waldeck Rousseau,33500,,05 57 74 00 29,,,arlep@libertysurf.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,15,,,,150,10,10,6 à 10,,2,,2,,5 ans et +,,,,,,,,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,Oui,Oui,,Oui,Oui,,Associative,,,,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,243C,8-Libournais,Libournais,,243,Libourne,HAJPL (Habitat Jeunes en Pays Libournais),32 34 rue Chanzy – Résidence Loubat,33500,,05 57 25 73 39,,,cllaj.libourne@wanadoo.fr,hajpl.free.f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,"0,50 €",14,14,Ouvert soir,,84,6,6,6 à 10,,1,,,,5 ans et +,,,,,,,Oui,,,Oui,,,,,,,,,,,,,Oui,Oui,Oui,Oui,,,,,Associative,,,,UNHAJ (FJT),,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,243E,8-Libournais,Libournais,,243,Libourne,BIJ,"Résidence Quilliot – 33, Allée Robert Boulin",33500,,05 57 74 06 52,,,bij@mairie-libourne.fr,www.ville-libourne.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi : 13h-17h Mardi au vendredi : 9h30/17h,,,Gratuit,,27,27,,,27,1,1,1 ou 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,185A,8-Libournais,Libournais,,185,Génissac,Bibliothèque,15 le bourg,33420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,15,1,1,1 ou 2,,,,2,,,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,Associative,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,Projet,52A,8-Libournais,Libournais,829,52,Les Billaux,Bibliothèque municipale,"2, Rue du Bocage",33500,,05.57.51.28.76,,Agent administratif,mairie.lesbillaux@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,0,0,,,,,3,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,B3,Oui,,,,,,,,0,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,EPN,138B,8-Libournais,Pays de Coutras,,138,Coutras,Point Cyb Service Jeunesse du Pays de Coutras,147 rue Pierre Brossolette,33230,,05 57 69 37 35,,DIRECTRICE,servicejeunesse@pays-de-coutras.com,www.jeunesse-pays-de-coutras.com,Animateur,,pointcyb@pays-de-coutras.com;pij@pays-de-coutras.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mardi/Mercredi : 13h-19h Jeudi : 9h-12h/13h-19h Vendredi : 9h-12h/14h-19h samedi : 14h-18h (vacances scolaires Lundi : 13h-19h Mardi/Mercredi/Vendredi : 11h-19h Jeudi : 11h-22h),,,Gratuit,,33,33,,Ouvert WE,231,7,7,6 à 10,,1,,,,5 ans et +,,,,,,Oui,Oui,,,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,,Oui,Oui,,,,Intercommunale,,,Point Cyb,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,478A,8-Libournais,Pays de Coutras,,478,Saint-Seurin-sur-l'Isle,Médiathèque Jean Cocteau,4 Avenue Georges Clémenceau,33660,,05 57 49 61 93,,Bibliothécaire,mediatheque@stseurinsurlisle.com,www.stseurinsurlisle.com,Agent de bibliothèque,Adjoint du Patrimoine 2ème classe,l.guillot@ stseurinsurlisle.com ,35,"0,15",38,FPT,Bac+3,Littéraire,"BDP, Sapiens 2007, Média-Cités",Delphine Sepeau,Agent de bibliothèque,Adjoint du patrimoine 2ème classe,d.sepeau@ stseurinsurlisle.com ,35,"0,15",39,FPT,Bac+2,Commerciale,"BDP, Sapiens 2007",,,,,,,,,,,,,,mardi/vendredi : 14h-18h mercredi : 10h-12h30/14h-19h samedi : 10-12h30/14h-18h,1,0 à 10€,Gratuit,,22,22,,Ouvert WE,132,6,6,6 à 10,espace multimédia,3,4,,2004,2 à 5 ans,,300,3400,10 à 50,,Oui,Oui,,,Oui,Oui,,Oui,,Oui,Oui,Oui,,,Oui,,,Oui,Oui,Oui,,Oui,Oui,,,Municipale,B1,Oui,,,,Claire Jerrethie,c.jerrethie@stseurinsurlisle.com ,,,BDP 2007,,ARPEL 2008,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,138A,8-Libournais,Pays de Coutras,,138,Coutras,Médiathèque Maurice Druon,15 rue St Jean,33230,,05.57.49.01.49,,DIRECTRICE,mediatheque.coutras@wanadoo.fr,,Assistante de conservation du patrimoine,,,35,"2000,00%",56,FPT,Brevet,,"Bibliothéconomie, animation",Jennifer Rochefort,Adjointe du patrimoine,,,35,"2000,00%",24,Stagiaire,BEP,Technique,multimédia,,,,,,,,,,,,,,Mardi/Jeudi : 14h-18h Mercredi : 9h-12h/14h-18h Samedi : 9h-12h/14h-17h + Vendredi (pendant vacances scolaires) : 14h-18h,0,,Gratuit,,25,25,,Ouvert WE,50,2,2,1 ou 2,postes dispersés,2,2,4,2007,1 à 2 ans,,,,moins de 10,,Oui,Oui,,,Oui,Oui,Oui,Oui,,Oui,,,,,,,,Oui,Oui,Oui,,,,,,Municipale,B3,Oui,,,,Marie-Christine LABAYE,,,,BDP 2007,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,EPN,402B,8-Libournais,Pays Foyen,,402,Sainte-Foy-la-Grande,Maison des services publics – PIJ,12 Boulevard Garrau,33220,,05 57 48 60 90,,DGS,msp33@wanadoo.fr,,Animatrice MSP,Adjoint Administratif 1ere classe,msp33@wanadoo.fr,35,,,FPT,Bac+3,Social ,,,,,,,,,,,,,,,,,,,,,,,,,,lundi au vendredi : 9h-12h15/ 13h15-18h,,,Gratuit,,40,40,,,200,5,5,3 à 5,,2,2,,2000,5 ans et +,,,5500,10 à 50,,,Oui,Oui,,,,,Oui,,Oui,,,,,,,,Oui,Oui,,,Oui,,Oui,,Intercommunale,,,Point Cyb,,,Mme Battistello ,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,402A,8-Libournais,Pays Foyen,,402,Sainte-Foy-la-Grande,Médiathèque municipale,8 rue Jean Louis Faure,33220,,05 57 46 29 70,,Bibliothécaire,mediatheque@saintefoylagrande.fr,http://mediatheque.saintefoylagrande.over-blog.com,,Agent du patrimoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi : 14h-18h30 Mardi/Mercredi/Vendredi : 9h-12h30/14h-18h30 Jeudi : 14h-18h30 Samedi : 9h-12h30,0,"5,20 à 27,70 €",Payant,2 à 3€,36,36,,Ouvert WE,144,4,4,3 à 5,postes dispersés,,4,,2000,5 ans et +,,,2694,10 à 50,,Oui,Oui,,,Oui,Oui,,Oui,,Oui,Oui,Oui,,,Oui,,,Oui,,Oui,,,Oui,,,Municipale,B1,Oui,,,,,,,Médias-Cité 2004,BDP 2007,DUI 2007,ARPEL 2008,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,378A,8-Libournais,Pays Foyen,,378,Saint-Avit-Saint-Nazaire,Bibliothèque municipale,,33220,,,,,stavit.stnazaire@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,207A,8-Libournais,Sud-Libournais,,207,Izon,PIJ,24 Av. des anciens combattants,33450,,05 57 74 76 26,,Animatrice,pijizon@orange.fr,www.mairie-izon.fr,Animatrice,,,,,,FPT,Bac+3,Animation,DUT Animation et licence pro Conseiller emploi formatio insertion,Mll Heugas,Animatrice,,,20h,,,Contractuel CDD,Bac+3,Social,BTS et licence pro Conseiller emploi formatio insertion,,,,,,,,,,,,,,mardi au vendredi : 10h-18h Samedi : 14h-16h,,,Gratuit,,34,34,,Ouvert WE,34,1,1,1 ou 2,,,2,,2008,Moins 1 an,,,,moins de 10,,Oui,Oui,,,Oui,,,Oui,,,,,,,,,,Oui,Oui,,,,,,,Municipale,,,,,,Mlle Heugas,,,,,DUI 2007,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,Projet,413A,8-Libournais,Sud-Libournais,,413,Saint-Germain-du-Puch,Bibliotheque municipale,5 Rue de l'Eglise,33750,,05 57 24 51 19,,Adjoint du Patrimoine,bibliotheque-stgermaindupuch@orange.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,B2,Oui,,,,,,,,BDP 2007,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,,
Services publics,PAPI,316B,9-Haut-Entre-Deux-Mers,Pays de Pellegrue,,316,Pellegrue,Maison des services publics,7 place du 8 Mai 1945,33791,,05 56 61 30 18,,,cdc-pellegrue@payshautentre2mers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intercommunale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,316A,9-Haut-Entre-Deux-Mers,Pays de Pellegrue,,316,Pellegrue,Bibliothèque intercommunale,10 Place du 8 Mai 1945,33790,,05 56 61 89 51,,,mediatheque.pellegrue@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Payant,2 à 3€,19,19,,Ouvert WE,38,2,2,1 ou 2,,1,,,,,,,,,,,,,,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,Intercommunale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,506A,9-Haut-Entre-Deux-Mers,Pays de Sauveterre-de-Guyenne,,506,Sauveterre-de-Guyenne,Bibliothèque municipale,Mairie 28 Place de la République,33540,,05 56 71 88 35,,Adjoint au maire,sauveterre.mairie@wanadoo.fr,,,Agent du patrimoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,11,1,1,1 ou 2,postes dispersés,,1,,,Moins  1 an,,,,moins de 10,oui,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,Municipale,B2,,,,,,,,,0,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,189A,9-Haut-Entre-Deux-Mers,Pays de Sauveterre-de-Guyenne,374,189,Gornac,Bibliothèque municipale,1 Place de la Mairie,33540,,05.56.61.96.15,,Agent du patrimoine,bibliotheque.gornac@orange.fr,,agent du patrimoine,,,35,,,FPT,,SAPIENS,,,,,,,,,,,,,,,,,,,,,,,,,,Mercredi :15h-17h Mardi : 15h-18h Vendredi : 17h-19h,0,"8,00 €",Gratuit,,7,7,,,7,1,1,1 ou 2,,1,1,,2009,Moins  1 an,,,,moins de 10,,,Oui,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,Municipale,B3,,,,,Adeline Ortuno,,,,0,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,57A,9-Haut-Entre-Deux-Mers,Pays de Sauveterre-de-Guyenne,725,57,Blasimon,Médiathèque,15 Place de la République,33540,,05 56 71 52 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"merc  9-12, samedi 10-12",oui,5€ par an,Payant,1 à 2€,5,5,,Ouvert WE,5,1,1,1 ou 2,,0,,,2002,5 ans et +,,,,,oui,oui,,,,Oui,,,,,,,,,,,,,Oui,Oui,,,,Oui,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,187A,9-Haut-Entre-Deux-Mers,Réolais,,187,Gironde-sur-Dropt,Maison des Médias,1 Rue Maxime Lafourcade BP 6,33190,,05 56 71 14 11,,Responsable service culturel/Espace littérature médiathèque,pmau@girondesurdropt.com,www.girondesurdropt.com,Animateur multimédia,,cducourneau@girondesurdroptcom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,2 à 3€,26,26,,,286,11,11,+ de 10,espace multimédia,1,,,2001,5 ans et +,,220,200,,,,Oui,,,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,Oui,Oui,Oui,,,Oui,,,Municipale,B2,,,,,,,,,BDP 2007,DUI 2007,ARPEL 2008,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,418A,9-Haut-Entre-Deux-Mers,Réolais,311,418,Saint-Hilaire-de-la-Noaille,Bibliothèque municipale,,33190,,,,,saint-hilairenovalia-medias@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,479A,9-Haut-Entre-Deux-Mers,Réolais,200,479,Saint-Sève,Bibliothèque municipale,,33190,,,,,saint-seve@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,352A,9-Haut-Entre-Deux-Mers,Réolais,,352,La Réole,Bibliothèque municipale,,33190,,,,,culture.cdc-reolais@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,3A,99-Hors pays,Communauté Urbaine de Bordeaux,,3,Ambarès-et-Lagrave,Centre Socio culturel la Passerelle,2 Place du Maréchal Leclerc,33440,,05 56 77 62 64,,,csclapasserelle@free.fr,www.ville-ambaresetlagrave.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi/mercredi/jeudi/vendredi : 9h30-12h30/14h-18h mardi : 14h-18h,,,Gratuit,,32,32,,,32,1,1,1 ou 2,,1,4,,,,,,500,,,,,,,Oui,,,Oui,,,,,,,,,,Oui,Oui,Oui,Oui,,Oui,,,Associative,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,4A,99-Hors pays,Communauté Urbaine de Bordeaux,,4,Ambès,Médiathèque François Mitterrand,5 Avenue Gustave Couaillac,33810,,05 56 77 02 69,,Assistante de conservation,biblio@mairie-ambes.fr,,Animateur multimédia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,18,18,,,144,8,8,6 à 10,espace multimédia,1,3,,,Moins  1 an,,606,,moins de 10,,Oui,,,,,Oui,,,,Oui,,Oui,Oui,Oui,,,,,,,,,,,,Municipale,B1,Oui,Cyberbase,,,,,,,BDP 2007,,ARPEL 2008,,Cyber-base,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,4B,99-Hors pays,Communauté Urbaine de Bordeaux,,4,Ambès,BIJ,Centre Georges Brassens Place du 11 Novembre,33810,,05 56 77 30 56,,,brassens26@hotmail.com,www.mairie-ambes.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi/vendredi :14h-18h30 Mardi/mercredi/jeudi : 9h-12h/14h-18h30,,,Gratuit,,31,31,,,31,1,,1 ou 2,,1,,,,2 à 5 ans,,,,,,,,,,Oui,Oui,,,,,,,,,,,,Oui,Oui,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
